gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_66022	ncbi-geneid:11510295	ncbi-proteinid:XP_003661490	up:G2Q8J6	mevalonate kinase like protein
mtm:MYCTH_66068	ncbi-geneid:11512141	ncbi-proteinid:XP_003661462	up:G2Q8G8	hypothetical protein
mtm:MYCTH_66088	ncbi-geneid:11512128	ncbi-proteinid:XP_003661449	up:G2Q8A1	hypothetical protein
mtm:MYCTH_66289	ncbi-geneid:11511997	ncbi-proteinid:XP_003661318	up:G2Q7L5	hypothetical protein
mtm:MYCTH_66338	ncbi-geneid:11511965	ncbi-proteinid:XP_003661286	up:G2Q7D0	Myo-inositol-1-phosphate synthase
mtm:MYCTH_66349	ncbi-geneid:11511954	ncbi-proteinid:XP_003661275	up:G2Q7B9	glycoside hydrolase family 72 protein
mtm:MYCTH_66442	ncbi-geneid:11511896	ncbi-proteinid:XP_003661217	up:G2QB34	hypothetical protein
mtm:MYCTH_66448	ncbi-geneid:11511895	ncbi-proteinid:XP_003661216	up:G2QB33	hypothetical protein
mtm:MYCTH_66729	ncbi-geneid:11511739	ncbi-proteinid:XP_003661032	up:G2QA39	glycoside hydrolase family 6 protein
mtm:MYCTH_66783	ncbi-geneid:11509858	ncbi-proteinid:XP_003663619	up:G2QDR3	FAD linked oxidase-like protein
mtm:MYCTH_66804	ncbi-geneid:11509700	ncbi-proteinid:XP_003663588	up:G2QDN2	glycoside hydrolase family 3 protein
mtm:MYCTH_66924	ncbi-geneid:11509419	ncbi-proteinid:XP_003663463	up:G2QCU7	hypothetical protein
mtm:MYCTH_66978	ncbi-geneid:11509379	ncbi-proteinid:XP_003663423	up:G2QCQ6	hypothetical protein
mtm:MYCTH_67016	ncbi-geneid:11509269	ncbi-proteinid:XP_003663391	up:G2QCH0	hypothetical protein
mtm:MYCTH_67051	ncbi-geneid:11509248	ncbi-proteinid:XP_003663370	up:G2QCE9	CCAAT-binding transcription factor subunit AAB-1-like protein
mtm:MYCTH_67060	ncbi-geneid:11509243	ncbi-proteinid:XP_003663365	up:G2QC91	xylulose kinase-like protein
mtm:MYCTH_67326	ncbi-geneid:11507850	ncbi-proteinid:XP_003663224	up:G2QBN6	hypothetical protein
mtm:MYCTH_67390	ncbi-geneid:11507813	ncbi-proteinid:XP_003663187	up:G2QBJ9	fatty acid elongase-like protein
mtm:MYCTH_67473	ncbi-geneid:11507773	ncbi-proteinid:XP_003663147	up:G2QBF9	hypothetical protein
mtm:MYCTH_67855	ncbi-geneid:11507548	ncbi-proteinid:XP_003662922	up:G2QE94	histone H3-like protein
mtm:MYCTH_68011	ncbi-geneid:11507452	ncbi-proteinid:XP_003662826	up:G2QDX2	hypothetical protein
mtm:MYCTH_68164	ncbi-geneid:11507352	ncbi-proteinid:XP_003662726	up:G2QDG9	polyketide synthetase
mtm:MYCTH_68292	ncbi-geneid:11512730	ncbi-proteinid:XP_003662654	up:G2QCY9	hypothetical protein
mtm:MYCTH_68404	ncbi-geneid:11512668	ncbi-proteinid:XP_003662592	up:G2QCM4	hypothetical protein
mtm:MYCTH_68509	ncbi-geneid:11512589	ncbi-proteinid:XP_003662513	up:G2QC93	dihydroxy-acid and 6-phosphogluconate dehydratase-like protein
mtm:MYCTH_68564	ncbi-geneid:11512535	ncbi-proteinid:XP_003662474	up:G2QC02	hypothetical protein
mtm:MYCTH_68580	ncbi-geneid:11512565	ncbi-proteinid:XP_003662458	up:G2QBT2	hypothetical protein
mtm:MYCTH_68654	ncbi-geneid:11506280	ncbi-proteinid:XP_003664674	up:G2QGL9	hypothetical protein
mtm:MYCTH_68753	ncbi-geneid:11506429	ncbi-proteinid:XP_003664605	up:G2QGA0	hypothetical protein
mtm:MYCTH_68944	ncbi-geneid:11514388	ncbi-proteinid:XP_003664445	up:G2QFH1	hypothetical protein
mtm:MYCTH_69410	ncbi-geneid:11513774	ncbi-proteinid:XP_003664143	up:G2QHN8	3-keto steroid reductase-like protein
mtm:MYCTH_69563	ncbi-geneid:11513607	ncbi-proteinid:XP_003664054	up:G2QHE9	hypothetical protein
mtm:MYCTH_69746	ncbi-geneid:11513418	ncbi-proteinid:XP_003663943	up:G2QH38	dTDP-D-glucose 4,6-dehydratase-like protein
mtm:MYCTH_69778	ncbi-geneid:11510269	ncbi-proteinid:XP_003663919	up:G2QH14	hypothetical protein
mtm:MYCTH_69854	ncbi-geneid:11510194	ncbi-proteinid:XP_003663844	up:G2QGN7	hypothetical protein
mtm:MYCTH_69953	ncbi-geneid:11510062	ncbi-proteinid:XP_003663772	up:G2QG62	epimerase/hydratase
mtm:MYCTH_69975	ncbi-geneid:11510042	ncbi-proteinid:XP_003663752	up:G2QG42	glycoside hydrolase family 13 protein
mtm:MYCTH_69995	ncbi-geneid:11510024	ncbi-proteinid:XP_003663734	up:G2QG24	hypothetical protein
mtm:MYCTH_69999	ncbi-geneid:11510018	ncbi-proteinid:XP_003663728	up:G2QG18	hypothetical protein
mtm:MYCTH_70142	ncbi-geneid:11511414	ncbi-proteinid:XP_003665654	up:G2QIZ0	RTA1 like protein
mtm:MYCTH_70246	ncbi-geneid:11511296	ncbi-proteinid:XP_003665536	up:G2QIB7	condensin component-like protein
mtm:MYCTH_70293	ncbi-geneid:11511257	ncbi-proteinid:XP_003665497	up:G2QI63	hypothetical protein
mtm:MYCTH_70349	ncbi-geneid:11511227	ncbi-proteinid:XP_003665467	up:G2QI33	hypothetical protein
mtm:MYCTH_70376	ncbi-geneid:11511215	ncbi-proteinid:XP_003665455	up:G2QI21	hypothetical protein
mtm:MYCTH_70573	ncbi-geneid:11511123	ncbi-proteinid:XP_003665363	up:G2QKL2	pyridine nucleotide-disulfide oxidoreductase-like protein
mtm:MYCTH_70818	ncbi-geneid:11510951	ncbi-proteinid:XP_003665191	up:G2QK40	hypothetical protein
mtm:MYCTH_70861	ncbi-geneid:11510926	ncbi-proteinid:XP_003665166	up:G2QK15	hypothetical protein
mtm:MYCTH_71014	ncbi-geneid:11507085	ncbi-proteinid:XP_003665057	up:G2QJQ5	hypothetical protein
mtm:MYCTH_71063	ncbi-geneid:11506945	ncbi-proteinid:XP_003664995	up:G2QJJ3	tyrosinase-like protein
mtm:MYCTH_71204	ncbi-geneid:11506781	ncbi-proteinid:XP_003664909	up:G2QJA7	polysaccharide lyase family 1 protein
mtm:MYCTH_71219	ncbi-geneid:11506746	ncbi-proteinid:XP_003664874	up:G2QJ54	mevalonate kinase like protein
mtm:MYCTH_71222	ncbi-geneid:11506745	ncbi-proteinid:XP_003664873	up:G2QJ53	phosphate-repressible phosphate permease
mtm:MYCTH_71369	ncbi-geneid:11506471	ncbi-proteinid:XP_003664773	up:G2QIJ7	hypothetical protein
mtm:MYCTH_71373	ncbi-geneid:11506470	ncbi-proteinid:XP_003664772	up:G2QIJ6	hypothetical protein
mtm:MYCTH_71484	ncbi-geneid:11510101	ncbi-proteinid:XP_003667394	up:G2QNX3	hypothetical protein
mtm:MYCTH_71551	ncbi-geneid:11509975	ncbi-proteinid:XP_003667346	up:G2QNM8	hypothetical protein
mtm:MYCTH_71609	ncbi-geneid:11509936	ncbi-proteinid:XP_003667307	up:G2QNI9	hypothetical protein
mtm:MYCTH_71631	ncbi-geneid:11509840	ncbi-proteinid:XP_003667289	up:G2QNH1	hypothetical protein
mtm:MYCTH_71660	ncbi-geneid:11509822	ncbi-proteinid:XP_003667271	up:G2QNF3	hypothetical protein
mtm:MYCTH_71748	ncbi-geneid:11509683	ncbi-proteinid:XP_003667210	up:G2QN92	glycoside hydrolase family 72 protein
mtm:MYCTH_71850	ncbi-geneid:11509633	ncbi-proteinid:XP_003667160	up:G2QN42	rhodopsin-like protein
mtm:MYCTH_72245	ncbi-geneid:11507289	ncbi-proteinid:XP_003666926	up:G2QQ18	hypothetical protein
mtm:MYCTH_72333	ncbi-geneid:11507156	ncbi-proteinid:XP_003666871	up:G2QPW3	hypothetical protein
mtm:MYCTH_72393	ncbi-geneid:11507113	ncbi-proteinid:XP_003666828	up:G2QPS0	gla1; glycoside hydrolase family 15 protein
mtm:MYCTH_72822	ncbi-geneid:11506520	ncbi-proteinid:XP_003666547	up:G2QNS8	hypothetical protein
mtm:MYCTH_72833	ncbi-geneid:11506516	ncbi-proteinid:XP_003666543	up:G2QNS4	general substrate transporter
mtm:MYCTH_72924	ncbi-geneid:11513687	ncbi-proteinid:XP_003665862	up:G2QKY5	hypothetical protein
mtm:MYCTH_72932	ncbi-geneid:11513680	ncbi-proteinid:XP_003665855	up:G2QKX8	histidine acid phosphatase
mtm:MYCTH_72978	ncbi-geneid:11513651	ncbi-proteinid:XP_003665826	up:G2QKU9	hypothetical protein
mtm:MYCTH_73070	ncbi-geneid:11513527	ncbi-proteinid:XP_003665780	up:G2QKQ3	hypothetical protein
mtm:MYCTH_73162	ncbi-geneid:11511507	ncbi-proteinid:XP_003665716	up:G2QMT1	hypothetical protein
mtm:MYCTH_73182	ncbi-geneid:11505635	ncbi-proteinid:XP_003661014	up:G2Q095	cytochrome P450 monooxygenase
mtm:MYCTH_73194	ncbi-geneid:11513075	ncbi-proteinid:XP_003661002	up:G2Q083	hypothetical protein
mtm:MYCTH_73236	ncbi-geneid:11513068	ncbi-proteinid:XP_003660956	up:G2PZM5	non-ribosomal peptide synthetase
mtm:MYCTH_73270	ncbi-geneid:11513256	ncbi-proteinid:XP_003660933	up:G2PZK2	Endonuclease/exonuclease/phosphatase-like protein
mtm:MYCTH_73315	ncbi-geneid:11505584	ncbi-proteinid:XP_003660891	up:G2Q768	hypothetical protein
mtm:MYCTH_73461	ncbi-geneid:11513139	ncbi-proteinid:XP_003660807	up:G2Q6I9	hypothetical protein
mtm:MYCTH_73480	ncbi-geneid:11508119	ncbi-proteinid:XP_003660791	up:G2Q667	hypothetical protein
mtm:MYCTH_73601	ncbi-geneid:11509123	ncbi-proteinid:XP_003660710	up:G2Q5M9	hypothetical protein
mtm:MYCTH_73602	ncbi-geneid:11508313	ncbi-proteinid:XP_003660709	up:G2Q5M8	hypothetical protein
mtm:MYCTH_73679	ncbi-geneid:11508402	ncbi-proteinid:XP_003660666	up:G2Q581	C-22 sterol desaturase
mtm:MYCTH_73682	ncbi-geneid:11506029	ncbi-proteinid:XP_003660664	up:G2Q579	hypothetical protein
mtm:MYCTH_73708	ncbi-geneid:11513193	ncbi-proteinid:XP_003660653	up:G2Q568	fungal transcriptional regulatory-like protein
mtm:MYCTH_73867	ncbi-geneid:11505535	ncbi-proteinid:XP_003660539	up:G2Q3Z1	condensin complex component SMC2-like protein
mtm:MYCTH_73877	ncbi-geneid:11512880	ncbi-proteinid:XP_003660522	up:G2Q3X4	hypothetical protein
mtm:MYCTH_74015	ncbi-geneid:11505612	ncbi-proteinid:XP_003660420	up:G2Q308	hypothetical protein
mtm:MYCTH_74026	ncbi-geneid:11506091	ncbi-proteinid:XP_003660411	up:G2Q2Z9	hypothetical protein
mtm:MYCTH_74056	ncbi-geneid:11508335	ncbi-proteinid:XP_003660395	up:G2Q2Y3	SWI/SNF complex-like protein
mtm:MYCTH_74126	ncbi-geneid:11508016	ncbi-proteinid:XP_003660358	up:G2Q2I8	hypothetical protein
mtm:MYCTH_74236	ncbi-geneid:11508253	ncbi-proteinid:XP_003660279	up:G2Q201	hypothetical protein
mtm:MYCTH_74371	ncbi-geneid:11514338	ncbi-proteinid:XP_003666201	up:G2QLX6	hypothetical protein
mtm:MYCTH_74373	ncbi-geneid:11514337	ncbi-proteinid:XP_003666200	up:G2QLX5	hypothetical protein
mtm:MYCTH_74402	ncbi-geneid:11514315	ncbi-proteinid:XP_003666178	up:G2QLV3	tubulin-tyrosine ligase-like protein
mtm:MYCTH_74446	ncbi-geneid:11514289	ncbi-proteinid:XP_003666152	up:G2QLS7	hypothetical protein
mtm:MYCTH_74462	ncbi-geneid:11514279	ncbi-proteinid:XP_003666142	up:G2QLR7	glycoside hydrolase family 5 protein
mtm:MYCTH_74487	ncbi-geneid:11514180	ncbi-proteinid:XP_003666121	up:G2QLP6	hypothetical protein
mtm:MYCTH_74504	ncbi-geneid:11514166	ncbi-proteinid:XP_003666107	up:G2QLN2	hypothetical protein
mtm:MYCTH_74573	ncbi-geneid:11506394	ncbi-proteinid:XP_003666059	up:G2QLI4	hypothetical protein
mtm:MYCTH_74601	ncbi-geneid:11514015	ncbi-proteinid:XP_003666034	up:G2QLF8	hypothetical protein
mtm:MYCTH_74764	ncbi-geneid:11513816	ncbi-proteinid:XP_003665913	up:G2QL36	DNA topoisomerase 2-like protein
mtm:MYCTH_74772	ncbi-geneid:11513813	ncbi-proteinid:XP_003665910	up:G2QL33	hypothetical protein
mtm:MYCTH_74803	ncbi-geneid:11513713	ncbi-proteinid:XP_003665888	up:G2QL11	hypothetical protein
mtm:MYCTH_74816	ncbi-geneid:11513705	ncbi-proteinid:XP_003665880	up:G2QL03	hypothetical protein
mtm:MYCTH_74927	ncbi-geneid:11508001	ncbi-proteinid:XP_003660112	up:G2Q0K5	hypothetical protein
mtm:MYCTH_74969	ncbi-geneid:11509027	ncbi-proteinid:XP_003660135	up:G2Q0M8	hypothetical protein
mtm:MYCTH_74974	ncbi-geneid:11509211	ncbi-proteinid:XP_003660138	up:G2Q0N1	hypothetical protein
mtm:MYCTH_75070	ncbi-geneid:11505788	ncbi-proteinid:XP_003660204	up:G2Q160	hypothetical protein
mtm:MYCTH_75107	ncbi-geneid:11505856	ncbi-proteinid:XP_003660224	up:G2Q1I8	hypothetical protein
mtm:MYCTH_75151	ncbi-geneid:11514594	ncbi-proteinid:XP_003666301	up:G2QM76	methyltransferase-like protein
mtm:MYCTH_75197	ncbi-geneid:11514620	ncbi-proteinid:XP_003666327	up:G2QMA2	hypothetical protein
mtm:MYCTH_75296	ncbi-geneid:11506230	ncbi-proteinid:XP_003666430	up:G2QMK5	multicopper oxidase
mtm:MYCTH_75329	ncbi-geneid:11506344	ncbi-proteinid:XP_003666466	up:G2QMP1	hypothetical protein
mtm:MYCTH_75334	ncbi-geneid:11506349	ncbi-proteinid:XP_003666471	up:G2QMP6	cytochrome P450 monooxygenase
mtm:MYCTH_75351	ncbi-geneid:11506390	ncbi-proteinid:XP_003666482	up:G2QMQ7	non-ribosomal peptide synthetase
mtm:MYCTH_75366	ncbi-geneid:11506370	ncbi-proteinid:XP_003666492	up:G2QMR7	hypothetical protein
mtm:MYCTH_75421	ncbi-geneid:11508459	ncbi-proteinid:XP_003658346	up:G2Q6S1	hypothetical protein
mtm:MYCTH_75490	ncbi-geneid:11509194	ncbi-proteinid:XP_003658392	up:G2PZS2	glycoside hydrolase family 37 protein
mtm:MYCTH_75536	ncbi-geneid:11508085	ncbi-proteinid:XP_003658415	up:G2Q0A7	hypothetical protein
mtm:MYCTH_75696	ncbi-geneid:11508907	ncbi-proteinid:XP_003658520	up:G2Q183	hypothetical protein
mtm:MYCTH_75762	ncbi-geneid:11505954	ncbi-proteinid:XP_003658555	up:G2Q1B8	hypothetical protein
mtm:MYCTH_75824	ncbi-geneid:11505545	ncbi-proteinid:XP_003658595	up:G2Q1R6	hypothetical protein
mtm:MYCTH_75987	ncbi-geneid:11508429	ncbi-proteinid:XP_003658691	up:G2Q2M7	hypothetical protein
mtm:MYCTH_76096	ncbi-geneid:11512817	ncbi-proteinid:XP_003658758	up:G2Q350	condensin complex component cnd2-like protein
mtm:MYCTH_76126	ncbi-geneid:11513340	ncbi-proteinid:XP_003658779	up:G2Q371	hypothetical protein
mtm:MYCTH_76163	ncbi-geneid:11511542	ncbi-proteinid:XP_003658799	up:G2Q3J8	hypothetical protein
mtm:MYCTH_76199	ncbi-geneid:11508528	ncbi-proteinid:XP_003658827	up:G2Q3M6	hypothetical protein
mtm:MYCTH_76367	ncbi-geneid:11505446	ncbi-proteinid:XP_003658935	up:G2Q4J7	hypothetical protein
mtm:MYCTH_76393	ncbi-geneid:11505513	ncbi-proteinid:XP_003658960	up:G2Q4X8	hypothetical protein
mtm:MYCTH_76403	ncbi-geneid:11513126	ncbi-proteinid:XP_003658963	up:G2Q4Y1	histone deacetylase RPD3-like protein
mtm:MYCTH_76450	ncbi-geneid:11513279	ncbi-proteinid:XP_003658994	up:G2Q5B8	hypothetical protein
mtm:MYCTH_76502	ncbi-geneid:11508063	ncbi-proteinid:XP_003659034	up:G2Q5F8	hypothetical protein
mtm:MYCTH_76526	ncbi-geneid:11508418	ncbi-proteinid:XP_003659049	up:G2Q5S8	hypothetical protein
mtm:MYCTH_76670	ncbi-geneid:11508368	ncbi-proteinid:XP_003659161	up:G2Q6T8	NADH:flavin oxidoreductase/NADH oxidase-like protein
mtm:MYCTH_76680	ncbi-geneid:11513394	ncbi-proteinid:XP_003659166	up:G2Q6U3	N-acetylglucosamine-phosphate mutase-like protein
mtm:MYCTH_76690	ncbi-geneid:11508784	ncbi-proteinid:XP_003659170	up:G2Q6U7	hypothetical protein
mtm:MYCTH_76901	ncbi-geneid:11508400	ncbi-proteinid:XP_003659323	up:G2Q0Y0	glycoside hydrolase family 45 protein
mtm:MYCTH_77059	ncbi-geneid:11507996	ncbi-proteinid:XP_003659424	up:G2Q1U7	dehydrogenase-like protein
mtm:MYCTH_77082	ncbi-geneid:11508749	ncbi-proteinid:XP_003659440	up:G2Q1W3	glycoside hydrolase family 13 protein
mtm:MYCTH_77195	ncbi-geneid:11506036	ncbi-proteinid:XP_003659502	up:G2Q2D2	hypothetical protein
mtm:MYCTH_77206	ncbi-geneid:11509198	ncbi-proteinid:XP_003659507	up:G2Q2D7	acetate and butyrate kinase-like protein
mtm:MYCTH_77277	ncbi-geneid:11513372	ncbi-proteinid:XP_003659547	up:G2Q2T5	hypothetical protein
mtm:MYCTH_77342	ncbi-geneid:11505756	ncbi-proteinid:XP_003659583	up:G2Q377	hypothetical protein
mtm:MYCTH_77354	ncbi-geneid:11513403	ncbi-proteinid:XP_003659588	up:G2Q382	hypothetical protein
mtm:MYCTH_77465	ncbi-geneid:11505598	ncbi-proteinid:XP_003659662	up:G2Q3R4	hypothetical protein
mtm:MYCTH_77476	ncbi-geneid:11508207	ncbi-proteinid:XP_003659667	up:G2Q3R9	hypothetical protein
mtm:MYCTH_77492	ncbi-geneid:11511555	ncbi-proteinid:XP_003659681	up:G2Q3T3	hypothetical protein
mtm:MYCTH_77631	ncbi-geneid:11513210	ncbi-proteinid:XP_003659786	up:G2Q4Q2	NAD(P)-binding domain protein
mtm:MYCTH_77895	ncbi-geneid:11509169	ncbi-proteinid:XP_003659981	up:G2Q6G4	hypothetical protein
mtm:MYCTH_77970	ncbi-geneid:11508066	ncbi-proteinid:XP_003660028	up:G2Q703	glutamate decarboxylase
mtm:MYCTH_78013	ncbi-geneid:11512495	ncbi-proteinid:XP_003662442	up:G2Q9A5	polyketide synthetase
mtm:MYCTH_78019	ncbi-geneid:11512493	ncbi-proteinid:XP_003662440	up:G2Q9A3	MFS general substrate transporter-like protein
mtm:MYCTH_78048	ncbi-geneid:11512473	ncbi-proteinid:XP_003662420	up:G2Q983	hypothetical protein
mtm:MYCTH_78090	ncbi-geneid:11512431	ncbi-proteinid:XP_003662448	up:G2Q8Y8	ferulic acid esterase
mtm:MYCTH_78093	ncbi-geneid:11512428	ncbi-proteinid:XP_003662375	up:G2Q8Y5	metalloprotease
mtm:MYCTH_78119	ncbi-geneid:11512395	ncbi-proteinid:XP_003662342	up:G2Q8P8	hypothetical protein
mtm:MYCTH_78218	ncbi-geneid:11512342	ncbi-proteinid:XP_003662289	up:G2Q8E1	hypothetical protein
mtm:MYCTH_78274	ncbi-geneid:11512308	ncbi-proteinid:XP_003662255	up:G2Q8A7	glycoside hydrolase family 76 protein
mtm:MYCTH_78277	ncbi-geneid:11512307	ncbi-proteinid:XP_003662254	up:G2Q852	glutamine synthetase-like protein
mtm:MYCTH_78319	ncbi-geneid:11512281	ncbi-proteinid:XP_003662228	up:G2Q826	hypothetical protein
mtm:MYCTH_78321	ncbi-geneid:11512280	ncbi-proteinid:XP_003662227	up:G2Q825	hypothetical protein
mtm:MYCTH_78432	ncbi-geneid:11512210	ncbi-proteinid:XP_003662157	up:G2Q7Q3	hypothetical protein
mtm:MYCTH_78441	ncbi-geneid:11512202	ncbi-proteinid:XP_003662149	up:G2Q7J1	hypothetical protein
mtm:MYCTH_78483	ncbi-geneid:11512178	ncbi-proteinid:XP_003662125	up:G2Q7G7	hypothetical protein
mtm:MYCTH_78540	ncbi-geneid:11510888	ncbi-proteinid:XP_003662083	up:G2QB99	glycoside hydrolase family 76 protein
mtm:MYCTH_78568	ncbi-geneid:11510872	ncbi-proteinid:XP_003662067	up:G2QB83	glycoside hydrolase family 16 protein
mtm:MYCTH_78571	ncbi-geneid:11510871	ncbi-proteinid:XP_003662066	up:G2QB82	hypothetical protein
mtm:MYCTH_78796	ncbi-geneid:11510741	ncbi-proteinid:XP_003661936	up:G2QAJ5	hydrogenase/reductase-like protein
mtm:MYCTH_78828	ncbi-geneid:11510712	ncbi-proteinid:XP_003661907	up:G2QAB2	hypothetical protein
mtm:MYCTH_78977	ncbi-geneid:11510590	ncbi-proteinid:XP_003661785	up:G2Q9T1	hypothetical protein
mtm:MYCTH_79026	ncbi-geneid:11510557	ncbi-proteinid:XP_003661752	up:G2Q9P8	peptidase-like protein
mtm:MYCTH_79030	ncbi-geneid:11510556	ncbi-proteinid:XP_003661751	up:G2Q9P7	general substrate transporter
mtm:MYCTH_79031	ncbi-geneid:11510555	ncbi-proteinid:XP_003661750	up:G2Q9P6	hypothetical protein
mtm:MYCTH_79077	ncbi-geneid:11510528	ncbi-proteinid:XP_003661723	up:G2Q9L9	SET1-like protein
mtm:MYCTH_79116	ncbi-geneid:11510498	ncbi-proteinid:XP_003661693	up:G2Q9I9	hypothetical protein
mtm:MYCTH_79137	ncbi-geneid:11510484	ncbi-proteinid:XP_003661679	up:G2Q9H5	hypothetical protein
mtm:MYCTH_79143	ncbi-geneid:11510477	ncbi-proteinid:XP_003661672	up:G2Q9G8	hypothetical protein
mtm:MYCTH_79157	ncbi-geneid:11510465	ncbi-proteinid:XP_003661660	up:G2Q9F6	fatty acid elongase
mtm:MYCTH_79171	ncbi-geneid:11510455	ncbi-proteinid:XP_003661650	up:G2Q9E6	hypothetical protein
mtm:MYCTH_79295	ncbi-geneid:11510380	ncbi-proteinid:XP_003661575	up:G2Q938	D-galacturonic acid reductase
mtm:MYCTH_79327	ncbi-geneid:11510362	ncbi-proteinid:XP_003661557	up:G2Q8W7	hypothetical protein
mtm:MYCTH_79335	ncbi-geneid:11510359	ncbi-proteinid:XP_003661554	up:G2Q8W4	alkaline phosphatase
mtm:MYCTH_79373	ncbi-geneid:11510339	ncbi-proteinid:XP_003661534	up:G2Q8U4	hypothetical protein
mtm:MYCTH_79440	ncbi-geneid:11510293	ncbi-proteinid:XP_003661488	up:G2Q8J4	hypothetical protein
mtm:MYCTH_79542	ncbi-geneid:11512507	ncbi-proteinid:XP_003661427	up:G2Q879	hypothetical protein
mtm:MYCTH_79619	ncbi-geneid:11512043	ncbi-proteinid:XP_003661364	up:G2Q7W2	hypothetical protein
mtm:MYCTH_79688	ncbi-geneid:11511989	ncbi-proteinid:XP_003661310	up:G2Q7K7	hypothetical protein
mtm:MYCTH_79765	ncbi-geneid:11511940	ncbi-proteinid:XP_003661261	up:G2Q7A5	glycoside hydrolase family 61 protein
mtm:MYCTH_79885	ncbi-geneid:11511859	ncbi-proteinid:XP_003661180	up:G2QAU3	glycosyltransferase family 2 protein
mtm:MYCTH_79897	ncbi-geneid:11511853	ncbi-proteinid:XP_003661174	up:G2QAT7	hypothetical protein
mtm:MYCTH_80023	ncbi-geneid:11511775	ncbi-proteinid:XP_003661096	up:G2QAF5	hypothetical protein
mtm:MYCTH_80081	ncbi-geneid:11511745	ncbi-proteinid:XP_003661038	up:G2QA45	hypothetical protein
mtm:MYCTH_80104	ncbi-geneid:11509756	ncbi-proteinid:XP_003663644	up:G2QDZ0	glycoside hydrolase family 43 protein
mtm:MYCTH_80109	ncbi-geneid:11509755	ncbi-proteinid:XP_003663643	up:G2QDY9	glycoside hydrolase, catalytic core
mtm:MYCTH_80161	ncbi-geneid:11509699	ncbi-proteinid:XP_003663587	up:G2QDN1	hypothetical protein
mtm:MYCTH_80168	ncbi-geneid:11509693	ncbi-proteinid:XP_003663581	up:G2QDM5	hypothetical protein
mtm:MYCTH_80223	ncbi-geneid:11509533	ncbi-proteinid:XP_003663499	up:G2QD36	hypothetical protein
mtm:MYCTH_80233	ncbi-geneid:11509448	ncbi-proteinid:XP_003663492	up:G2QD29	carbohydrate esterase family 1 protein
mtm:MYCTH_80274	ncbi-geneid:11509847	ncbi-proteinid:XP_003663446	up:G2QCT0	hypothetical protein
mtm:MYCTH_80276	ncbi-geneid:11509398	ncbi-proteinid:XP_003663442	up:G2QCS5	general substrate transporter
mtm:MYCTH_80299	ncbi-geneid:11509380	ncbi-proteinid:XP_003663424	up:G2QCQ7	hypothetical protein
mtm:MYCTH_80304	ncbi-geneid:11509376	ncbi-proteinid:XP_003663420	up:G2QCQ3	glycoside hydrolase family 3 protein
mtm:MYCTH_80312	ncbi-geneid:11509292	ncbi-proteinid:XP_003663414	up:G2QCJ3	glycoside hydrolase family 61 protein
mtm:MYCTH_80427	ncbi-geneid:11509220	ncbi-proteinid:XP_003663342	up:G2QC68	heat shock protein HSP98
mtm:MYCTH_80528	ncbi-geneid:11507910	ncbi-proteinid:XP_003663284	up:G2QBV6	hypothetical protein
mtm:MYCTH_80581	ncbi-geneid:11507866	ncbi-proteinid:XP_003663240	up:G2QBQ2	hypothetical protein
mtm:MYCTH_80916	ncbi-geneid:11507658	ncbi-proteinid:XP_003663032	up:G2QEK4	cat1; catalase
mtm:MYCTH_80987	ncbi-geneid:11507611	ncbi-proteinid:XP_003662985	up:G2QEF7	hypothetical protein
mtm:MYCTH_81000	ncbi-geneid:11507603	ncbi-proteinid:XP_003662977	up:G2QEE9	hypothetical protein
mtm:MYCTH_81013	ncbi-geneid:11507593	ncbi-proteinid:XP_003662967	up:G2QED9	hypothetical protein
mtm:MYCTH_81165	ncbi-geneid:11507498	ncbi-proteinid:XP_003662872	up:G2QE44	hypothetical protein
mtm:MYCTH_81258	ncbi-geneid:11507439	ncbi-proteinid:XP_003662813	up:G2QDV9	hypothetical protein
mtm:MYCTH_81343	ncbi-geneid:11507384	ncbi-proteinid:XP_003662758	up:G2QDK1	MAP kinase-like protein
mtm:MYCTH_81347	ncbi-geneid:11507381	ncbi-proteinid:XP_003662755	up:G2QDJ8	oxygenase
mtm:MYCTH_81364	ncbi-geneid:11507359	ncbi-proteinid:XP_003662733	up:G2QDH6	cytochrome P450-like protein
mtm:MYCTH_81379	ncbi-geneid:11507342	ncbi-proteinid:XP_003662716	up:G2QDA5	hypothetical protein
mtm:MYCTH_81466	ncbi-geneid:11512743	ncbi-proteinid:XP_003662667	up:G2QD02	hypothetical protein
mtm:MYCTH_81645	ncbi-geneid:11512629	ncbi-proteinid:XP_003662553	up:G2QCD3	hypothetical protein
mtm:MYCTH_81753	ncbi-geneid:11512563	ncbi-proteinid:XP_003662456	up:G2QBT0	ABC transporter
mtm:MYCTH_81817	ncbi-geneid:11506275	ncbi-proteinid:XP_003664669	up:G2QGL4	protease
mtm:MYCTH_81869	ncbi-geneid:11506148	ncbi-proteinid:XP_003664620	up:G2QGB5	L-rhamnonate dehydratase
mtm:MYCTH_81925	ncbi-geneid:11506436	ncbi-proteinid:XP_003664543	up:G2QFY4	cellobiose dehydrogenase
mtm:MYCTH_81959	ncbi-geneid:11514545	ncbi-proteinid:XP_003664524	up:G2QFW5	hypothetical protein
mtm:MYCTH_82100	ncbi-geneid:11506427	ncbi-proteinid:XP_003664417	up:G2QFE3	general substrate transporter
