gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_109795	ncbi-geneid:11514341	ncbi-proteinid:XP_003666204	up:G2QLX9	hypothetical protein
mtm:MYCTH_109817	ncbi-geneid:11514296	ncbi-proteinid:XP_003666159	up:G2QLT4	hypothetical protein
mtm:MYCTH_109821	ncbi-geneid:11514291	ncbi-proteinid:XP_003666154	up:G2QLS9	glycoside hydrolase family 75 protein
mtm:MYCTH_109870	ncbi-geneid:11514010	ncbi-proteinid:XP_003666029	up:G2QLF3	FAD linked oxidase-like protein
mtm:MYCTH_109876	ncbi-geneid:11513995	ncbi-proteinid:XP_003666014	up:G2QLD7	hypothetical protein
mtm:MYCTH_109897	ncbi-geneid:11513859	ncbi-proteinid:XP_003665956	up:G2QL79	hypothetical protein
mtm:MYCTH_109914	ncbi-geneid:11513722	ncbi-proteinid:XP_003665897	up:G2QL20	hypothetical protein
mtm:MYCTH_10995	ncbi-geneid:11513937	ncbi-proteinid:XP_003664228	up:G2QEV4	hypothetical protein
mtm:MYCTH_109978	ncbi-geneid:11509039	ncbi-proteinid:XP_003660167	up:G2Q123	pyruvate carboxyltransferase-like protein
mtm:MYCTH_110022	ncbi-geneid:11514609	ncbi-proteinid:XP_003666316	up:G2QM91	Aldo/keto reductase-like protein
mtm:MYCTH_110028	ncbi-geneid:11514642	ncbi-proteinid:XP_003666349	up:G2QMC4	basic helix-loop-helix protein
mtm:MYCTH_110038	ncbi-geneid:11506185	ncbi-proteinid:XP_003666385	up:G2QMG0	hypothetical protein
mtm:MYCTH_110042	ncbi-geneid:11506203	ncbi-proteinid:XP_003666403	up:G2QMH8	hypothetical protein
mtm:MYCTH_110061	ncbi-geneid:11506243	ncbi-proteinid:XP_003666443	up:G2QML8	glycoside hydrolase family 16 protein
mtm:MYCTH_110187	ncbi-geneid:11509125	ncbi-proteinid:XP_003658636	up:G2Q264	eburicol 14A-demethylase
mtm:MYCTH_110298	ncbi-geneid:11508944	ncbi-proteinid:XP_003658901	up:G2Q4G3	hypothetical protein
mtm:MYCTH_110317	ncbi-geneid:11508231	ncbi-proteinid:XP_003658959	up:G2Q4X7	lactate dehydrogenase
mtm:MYCTH_110470	ncbi-geneid:11505744	ncbi-proteinid:XP_003659357	up:G2Q114	hypothetical protein
mtm:MYCTH_110475	ncbi-geneid:11508667	ncbi-proteinid:XP_003659366	up:G2Q1D1	hypothetical protein
mtm:MYCTH_110510	ncbi-geneid:11509167	ncbi-proteinid:XP_003659443	up:G2Q1W6	hypothetical protein
mtm:MYCTH_110532	ncbi-geneid:11511575	ncbi-proteinid:XP_003659471	up:G2Q1Z4	small heat shock protein
mtm:MYCTH_110536	ncbi-geneid:11505880	ncbi-proteinid:XP_003659483	up:G2Q2B3	hypothetical protein
mtm:MYCTH_110640	ncbi-geneid:11509116	ncbi-proteinid:XP_003659726	up:G2Q486	globin-like-protein
mtm:MYCTH_110651	ncbi-geneid:11505839	ncbi-proteinid:XP_003659754	up:G2Q4M0	glycoside hydrolase family 61 protein
mtm:MYCTH_110670	ncbi-geneid:11505960	ncbi-proteinid:XP_003659812	up:G2Q529	sterol 24-C-methyltransferase
mtm:MYCTH_110674	ncbi-geneid:11505621	ncbi-proteinid:XP_003659819	up:G2Q536	carbohydrate-binding module family 50 protein
mtm:MYCTH_110717	ncbi-geneid:11513098	ncbi-proteinid:XP_003659943	up:G2Q621	hypothetical protein
mtm:MYCTH_110792	ncbi-geneid:11512464	ncbi-proteinid:XP_003662411	up:G2Q922	hypothetical protein
mtm:MYCTH_110806	ncbi-geneid:11512415	ncbi-proteinid:XP_003662362	up:G2Q8R8	pectin lyase-like protein
mtm:MYCTH_110817	ncbi-geneid:11512379	ncbi-proteinid:XP_003662326	up:G2Q8N2	hypothetical protein
mtm:MYCTH_110821	ncbi-geneid:11512371	ncbi-proteinid:XP_003662318	up:G2Q8M4	hypothetical protein
mtm:MYCTH_110871	ncbi-geneid:11512259	ncbi-proteinid:XP_003662206	up:G2Q804	isocitrate lyase-like protein
mtm:MYCTH_110897	ncbi-geneid:11512190	ncbi-proteinid:XP_003662137	up:G2Q7H9	hypothetical protein
mtm:MYCTH_110931	ncbi-geneid:11510860	ncbi-proteinid:XP_003662055	up:G2QB71	formate dehydrogenase
mtm:MYCTH_110951	ncbi-geneid:11510822	ncbi-proteinid:XP_003662017	up:G2QAY0	hypothetical protein
mtm:MYCTH_110956	ncbi-geneid:11510813	ncbi-proteinid:XP_003662008	up:G2QAX1	flavo protein pyridine nucleotide cytochrome reductase-like protein
mtm:MYCTH_111030	ncbi-geneid:11510655	ncbi-proteinid:XP_003661850	up:G2QA01	carbonic anhydrase-like protein
mtm:MYCTH_111035	ncbi-geneid:11510650	ncbi-proteinid:XP_003661845	up:G2Q9Z6	carboxypeptidase
mtm:MYCTH_111036	ncbi-geneid:11510649	ncbi-proteinid:XP_003661844	up:G2Q9Z5	hypothetical protein
mtm:MYCTH_111073	ncbi-geneid:11510520	ncbi-proteinid:XP_003661715	up:G2Q9L1	Ferritin/ribonucleotide reductase-like-protein
mtm:MYCTH_111088	ncbi-geneid:11510466	ncbi-proteinid:XP_003661661	up:G2Q9F7	glycoside hydrolase family 61 protein
mtm:MYCTH_111107	ncbi-geneid:11510432	ncbi-proteinid:XP_003661627	up:G2Q9C3	nucleosome assembly protein-like protein
mtm:MYCTH_111172	ncbi-geneid:11512139	ncbi-proteinid:XP_003661460	up:G2Q8G6	hypothetical protein
mtm:MYCTH_111173	ncbi-geneid:11512136	ncbi-proteinid:XP_003661457	up:G2Q8G3	hypothetical protein
mtm:MYCTH_111214	ncbi-geneid:11512027	ncbi-proteinid:XP_003661348	up:G2Q7P5	Delta(24(24(1)))-sterol reductase like protein
mtm:MYCTH_111314	ncbi-geneid:11511721	ncbi-proteinid:XP_003661059	up:G2QA66	hypothetical protein
mtm:MYCTH_111331	ncbi-geneid:11509754	ncbi-proteinid:XP_003663642	up:G2QDY8	3-ketoacyl-CoA thiolase
mtm:MYCTH_111372	ncbi-geneid:11509397	ncbi-proteinid:XP_003663441	up:G2QCS4	glycoside hydrolase family 7 protein
mtm:MYCTH_111377	ncbi-geneid:11509289	ncbi-proteinid:XP_003663411	up:G2QCJ0	hypothetical protein
mtm:MYCTH_111388	ncbi-geneid:11509856	ncbi-proteinid:XP_003663382	up:O74240	cbdA; carbohydrate-binding module family 1 protein
mtm:MYCTH_111405	ncbi-geneid:11509232	ncbi-proteinid:XP_003663354	up:G2QC80	histone H4-like protein
mtm:MYCTH_111425	ncbi-geneid:11507936	ncbi-proteinid:XP_003663310	up:G2QBY3	60S ribosomal protein L2-like protein
mtm:MYCTH_111604	ncbi-geneid:11507493	ncbi-proteinid:XP_003662867	up:G2QE39	hypothetical protein
mtm:MYCTH_111645	ncbi-geneid:11507378	ncbi-proteinid:XP_003662752	up:G2QDJ5	hypothetical protein
mtm:MYCTH_111741	ncbi-geneid:11512562	ncbi-proteinid:XP_003662455	up:G2QBS9	fungal-specific transcription factor-like protein
mtm:MYCTH_111770	ncbi-geneid:11506254	ncbi-proteinid:XP_003664648	up:G2QGJ3	hypothetical protein
mtm:MYCTH_111814	ncbi-geneid:11514511	ncbi-proteinid:XP_003664490	up:G2QFM8	hypothetical protein
mtm:MYCTH_111845	ncbi-geneid:11514234	ncbi-proteinid:XP_003664369	up:G2QF95	hypothetical protein
mtm:MYCTH_111934	ncbi-geneid:11513744	ncbi-proteinid:XP_003664113	up:G2QHK8	hmg-CoA synthase
mtm:MYCTH_111987	ncbi-geneid:11513440	ncbi-proteinid:XP_003663965	up:G2QH60	hypothetical protein
mtm:MYCTH_112014	ncbi-geneid:11510170	ncbi-proteinid:XP_003663820	up:G2QGG1	alcohol dehydrogenase-like protein
mtm:MYCTH_112025	ncbi-geneid:11506415	ncbi-proteinid:XP_003663778	up:G2QGB9	glutathione S-transferase-like protein
mtm:MYCTH_112050	ncbi-geneid:11511462	ncbi-proteinid:XP_003665702	up:G2QJ91	glycoside hydrolase family 10 protein
mtm:MYCTH_112051	ncbi-geneid:11511452	ncbi-proteinid:XP_003665692	up:G2QJ81	cytochrome P450-like protein
mtm:MYCTH_112080	ncbi-geneid:11511483	ncbi-proteinid:XP_003665559	up:G2QIE0	hypothetical protein
mtm:MYCTH_112086	ncbi-geneid:11511286	ncbi-proteinid:XP_003665526	up:G2QI92	hypothetical protein
mtm:MYCTH_112089	ncbi-geneid:11511276	ncbi-proteinid:XP_003665516	up:G2QI82	glycoside hydrolase family 61 protein
mtm:MYCTH_112121	ncbi-geneid:11511210	ncbi-proteinid:XP_003665450	up:G2QI16	pyruvate decarboxylase-like protein
mtm:MYCTH_112136	ncbi-geneid:11511181	ncbi-proteinid:XP_003665421	up:G2QHY7	histone H2B-like protein
mtm:MYCTH_112137	ncbi-geneid:11511180	ncbi-proteinid:XP_003665420	up:G2QHY6	histone H2A-like protein
mtm:MYCTH_112159	ncbi-geneid:11511144	ncbi-proteinid:XP_003665384	up:G2QHV0	farnesyl-diphosphate farnesyl transferase
mtm:MYCTH_112204	ncbi-geneid:11510995	ncbi-proteinid:XP_003665235	up:G2QK84	mitochondrial ATP synthase protein 9
mtm:MYCTH_112227	ncbi-geneid:11510930	ncbi-proteinid:XP_003665170	up:G2QK19	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase-like protein
mtm:MYCTH_112306	ncbi-geneid:11506881	ncbi-proteinid:XP_003664931	up:G2QJC9	methionine synthase-like protein
mtm:MYCTH_112322	ncbi-geneid:11506735	ncbi-proteinid:XP_003664863	up:G2QJ43	oxidoreductase-like protein
mtm:MYCTH_112329	ncbi-geneid:11506726	ncbi-proteinid:XP_003664854	up:G2QJ34	C-5 sterol desaturase-like protein
mtm:MYCTH_112362	ncbi-geneid:11506459	ncbi-proteinid:XP_003664761	up:G2QII4	hypothetical protein
mtm:MYCTH_112363	ncbi-geneid:11506458	ncbi-proteinid:XP_003664760	up:G2QII3	hypothetical protein
mtm:MYCTH_112399	ncbi-geneid:11509950	ncbi-proteinid:XP_003667321	up:G2QNK3	carbohydrate-binding module family 1 protein
mtm:MYCTH_112411	ncbi-geneid:11509837	ncbi-proteinid:XP_003667286	up:G2QNG8	hypothetical protein
mtm:MYCTH_112442	ncbi-geneid:11509659	ncbi-proteinid:XP_003667186	up:G2QN68	hypothetical protein
mtm:MYCTH_112471	ncbi-geneid:11509528	ncbi-proteinid:XP_003667133	up:G2QN15	NADP:D-xylose dehydrogenase
mtm:MYCTH_112491	ncbi-geneid:11509479	ncbi-proteinid:XP_003667084	up:G2QQH6	MFS sugar transporter-like protein
mtm:MYCTH_112498	ncbi-geneid:11509460	ncbi-proteinid:XP_003667065	up:G2QQF7	hypothetical protein
mtm:MYCTH_112612	ncbi-geneid:11507012	ncbi-proteinid:XP_003666805	up:G2QPP7	Coproporphyrinogen III oxidase-like protein
mtm:MYCTH_112686	ncbi-geneid:11506538	ncbi-proteinid:XP_003666565	up:G2QNZ9	hypothetical protein
mtm:MYCTH_112699	ncbi-geneid:11506403	ncbi-proteinid:XP_003666524	up:G2QNQ5	acyltransferase
mtm:MYCTH_112700	ncbi-geneid:11506399	ncbi-proteinid:XP_003666520	up:G2QNQ1	histone H2A like protein
mtm:MYCTH_112714	ncbi-geneid:11513677	ncbi-proteinid:XP_003665852	up:G2QKX5	pyridine nucleotide-disulfide oxidoreductase-like protein
mtm:MYCTH_112716	ncbi-geneid:11513670	ncbi-proteinid:XP_003665845	up:G2QKW8	hypothetical protein
mtm:MYCTH_112802	ncbi-geneid:11505387	ncbi-proteinid:XP_003660949	up:G2PZL8	Crotonase-like protein
mtm:MYCTH_112805	ncbi-geneid:11508125	ncbi-proteinid:XP_003660946	up:G2PZL5	non-ribosomal peptide synthetase
mtm:MYCTH_112815	ncbi-geneid:11512802	ncbi-proteinid:XP_003660928	up:G2PZJ7	cytochrome P450 monooxygenase-like protein
mtm:MYCTH_112824	ncbi-geneid:11508500	ncbi-proteinid:XP_003660904	up:G2Q781	hypothetical protein
mtm:MYCTH_112826	ncbi-geneid:11508504	ncbi-proteinid:XP_003660902	up:G2Q779	hypothetical protein
mtm:MYCTH_112850	ncbi-geneid:11508802	ncbi-proteinid:XP_003660870	up:G2Q747	hypothetical protein
mtm:MYCTH_112889	ncbi-geneid:11506088	ncbi-proteinid:XP_003660806	up:G2Q6I8	hypothetical protein
mtm:MYCTH_112905	ncbi-geneid:11508372	ncbi-proteinid:XP_003660767	up:G2Q643	ATPase, P-type cation-transporter
mtm:MYCTH_112916	ncbi-geneid:11506073	ncbi-proteinid:XP_003660745	up:G2Q5R4	glycosyltransferase family 2 protein
mtm:MYCTH_112924	ncbi-geneid:11512804	ncbi-proteinid:XP_003660732	up:G2Q5Q1	hypothetical protein
mtm:MYCTH_112996	ncbi-geneid:11508861	ncbi-proteinid:XP_003660604	up:G2Q4S0	hypothetical protein
mtm:MYCTH_113066	ncbi-geneid:11513235	ncbi-proteinid:XP_003660473	up:G2Q3G8	hypothetical protein
mtm:MYCTH_113138	ncbi-geneid:11508471	ncbi-proteinid:XP_003660362	up:G2Q2J2	hypothetical protein
mtm:MYCTH_113236	ncbi-geneid:11514336	ncbi-proteinid:XP_003666199	up:G2QLX4	Aldo/keto reductase-like protein
mtm:MYCTH_113239	ncbi-geneid:11514334	ncbi-proteinid:XP_003666197	up:G2QLX2	hypothetical protein
mtm:MYCTH_113387	ncbi-geneid:11513834	ncbi-proteinid:XP_003665931	up:G2QL54	hypothetical protein
mtm:MYCTH_113450	ncbi-geneid:11511544	ncbi-proteinid:XP_003660096	up:G2Q027	glycoside hydrolase family 18 protein
mtm:MYCTH_113457	ncbi-geneid:11508120	ncbi-proteinid:XP_003660109	up:G2Q040	hypothetical protein
mtm:MYCTH_113577	ncbi-geneid:11506187	ncbi-proteinid:XP_003666387	up:G2QMG2	aldehyde dehydrogenase-like protein
mtm:MYCTH_113600	ncbi-geneid:11506231	ncbi-proteinid:XP_003666431	up:G2QMK6	ERG4/ERG24 ergosterol biosynthesis-like protein
mtm:MYCTH_113715	ncbi-geneid:11506049	ncbi-proteinid:XP_003658463	up:G2Q0R8	hypothetical protein
mtm:MYCTH_113886	ncbi-geneid:11508478	ncbi-proteinid:XP_003658735	up:G2Q327	hypothetical protein
mtm:MYCTH_113912	ncbi-geneid:11508095	ncbi-proteinid:XP_003658771	up:G2Q363	hypothetical protein
mtm:MYCTH_113985	ncbi-geneid:11505514	ncbi-proteinid:XP_003658892	up:G2Q4F4	hypothetical protein
mtm:MYCTH_114008	ncbi-geneid:11507986	ncbi-proteinid:XP_003658928	up:G2Q4J0	3-hydroxy-3-methylglutaryl-CoA reductase
mtm:MYCTH_114083	ncbi-geneid:11505467	ncbi-proteinid:XP_003659071	up:G2Q5V0	hypothetical protein
mtm:MYCTH_114107	ncbi-geneid:11509134	ncbi-proteinid:XP_003659126	up:G2Q6B1	sugar transporter
mtm:MYCTH_114166	ncbi-geneid:11513342	ncbi-proteinid:XP_003659231	up:G2PZW3	hypothetical protein
mtm:MYCTH_114237	ncbi-geneid:11508705	ncbi-proteinid:XP_003659349	up:G2Q106	hypothetical protein
mtm:MYCTH_114376	ncbi-geneid:11505414	ncbi-proteinid:XP_003659553	up:G2Q2U1	hypothetical protein
mtm:MYCTH_114482	ncbi-geneid:11506080	ncbi-proteinid:XP_003659720	up:G2Q480	cytochrome b5-like protein
mtm:MYCTH_114497	ncbi-geneid:11508003	ncbi-proteinid:XP_003659753	up:G2Q4L9	glycoside hydrolase family 2 protein
mtm:MYCTH_114666	ncbi-geneid:11512497	ncbi-proteinid:XP_003662444	up:G2Q9A7	alcohol dehydrogenase-like protein
mtm:MYCTH_114667	ncbi-geneid:11512496	ncbi-proteinid:XP_003662443	up:G2Q9A6	hypothetical protein
mtm:MYCTH_114678	ncbi-geneid:11512478	ncbi-proteinid:XP_003662425	up:G2Q988	hypothetical protein
mtm:MYCTH_114691	ncbi-geneid:11512454	ncbi-proteinid:XP_003662401	up:G2Q912	hypothetical protein
mtm:MYCTH_114710	ncbi-geneid:11512401	ncbi-proteinid:XP_003662348	up:G2Q8Q4	hypothetical protein
mtm:MYCTH_114734	ncbi-geneid:11512367	ncbi-proteinid:XP_003662314	up:G2Q8M0	hypothetical protein
mtm:MYCTH_114738	ncbi-geneid:11512361	ncbi-proteinid:XP_003662308	up:G2Q8G0	hypothetical protein
mtm:MYCTH_114796	ncbi-geneid:11512267	ncbi-proteinid:XP_003662214	up:G2Q812	hypothetical protein
mtm:MYCTH_114955	ncbi-geneid:11510776	ncbi-proteinid:XP_003661971	up:G2QAN0	hypothetical protein
mtm:MYCTH_115028	ncbi-geneid:11510634	ncbi-proteinid:XP_003661829	up:G2Q9X5	hypothetical protein
mtm:MYCTH_115052	ncbi-geneid:11510570	ncbi-proteinid:XP_003661765	up:G2Q9R1	hypothetical protein
mtm:MYCTH_115096	ncbi-geneid:11510494	ncbi-proteinid:XP_003661689	up:G2Q9I5	farnesyl pyrophosphate synthetase
mtm:MYCTH_115110	ncbi-geneid:11510456	ncbi-proteinid:XP_003661651	up:G2Q9E7	hypothetical protein
mtm:MYCTH_115198	ncbi-geneid:11510309	ncbi-proteinid:XP_003661504	up:G2Q8L0	hypothetical protein
mtm:MYCTH_115501	ncbi-geneid:11509572	ncbi-proteinid:XP_003663538	up:G2QDC8	polyketide synthase
mtm:MYCTH_115624	ncbi-geneid:11507904	ncbi-proteinid:XP_003663278	up:G2QBV0	Serine/threonine-protein kinase tel-1-like protein
mtm:MYCTH_115754	ncbi-geneid:11507699	ncbi-proteinid:XP_003663073	up:G2QEP5	hypothetical protein
mtm:MYCTH_115802	ncbi-geneid:11507607	ncbi-proteinid:XP_003662981	up:G2QEF3	STE like transcription factor
mtm:MYCTH_115858	ncbi-geneid:11507525	ncbi-proteinid:XP_003662899	up:G2QE71	amino acid transporter
mtm:MYCTH_115886	ncbi-geneid:11507480	ncbi-proteinid:XP_003662854	up:G2QE26	hypothetical protein
mtm:MYCTH_115909	ncbi-geneid:11509867	ncbi-proteinid:XP_003662815	up:G2QDW1	SNF2-family ATP dependent chromatin remodeling factor like protein
mtm:MYCTH_115935	ncbi-geneid:11507393	ncbi-proteinid:XP_003662767	up:G2QDL0	glycosyltransferase family 90 protein
mtm:MYCTH_115944	ncbi-geneid:11507383	ncbi-proteinid:XP_003662757	up:G2QDK0	hypothetical protein
mtm:MYCTH_115957	ncbi-geneid:11507354	ncbi-proteinid:XP_003662728	up:G2QDH1	2OG-Fe(II) oxygenase-like protein
mtm:MYCTH_115968	ncbi-geneid:11512780	ncbi-proteinid:XP_003662704	up:G2QD93	glycoside hydrolase family 1 protein
mtm:MYCTH_115983	ncbi-geneid:11512759	ncbi-proteinid:XP_003662683	up:G2QD72	hypothetical protein
mtm:MYCTH_116006	ncbi-geneid:11512728	ncbi-proteinid:XP_003662652	up:G2QCY7	hypothetical protein
mtm:MYCTH_116020	ncbi-geneid:11512703	ncbi-proteinid:XP_003662627	up:G2QCW2	hypothetical protein
mtm:MYCTH_116157	ncbi-geneid:11506134	ncbi-proteinid:XP_003664606	up:G2QGA1	glycoside hydrolase family 7 protein
mtm:MYCTH_116175	ncbi-geneid:11514565	ncbi-proteinid:XP_003664727	up:G2QFY5	glycoside hydrolase family 61 protein
mtm:MYCTH_116237	ncbi-geneid:11514374	ncbi-proteinid:XP_003664431	up:G2QFF7	Aldo/keto reductase-like protein
mtm:MYCTH_116261	ncbi-geneid:11514248	ncbi-proteinid:XP_003664383	up:G2QFA9	hypothetical protein
mtm:MYCTH_116322	ncbi-geneid:11514052	ncbi-proteinid:XP_003664265	up:G2QEZ1	hypothetical protein
mtm:MYCTH_116348	ncbi-geneid:11513936	ncbi-proteinid:XP_003664227	up:G2QEV3	hypothetical protein
mtm:MYCTH_116363	ncbi-geneid:11513915	ncbi-proteinid:XP_003664206	up:G2QET2	alkaline phosphatase-like protein
mtm:MYCTH_116384	ncbi-geneid:11513803	ncbi-proteinid:XP_003664172	up:G2QHR7	glycoside hydrolase family 74 protein
mtm:MYCTH_116510	ncbi-geneid:11513442	ncbi-proteinid:XP_003663967	up:G2QH62	hypothetical protein
mtm:MYCTH_116553	ncbi-geneid:11510193	ncbi-proteinid:XP_003663843	up:G2QGN6	glycoside hydrolase family 10 protein
mtm:MYCTH_11658	ncbi-geneid:11513416	ncbi-proteinid:XP_003663941	up:G2QH36	transferase-like protein
mtm:MYCTH_116603	ncbi-geneid:11510008	ncbi-proteinid:XP_003663718	up:G2QFV5	hypothetical protein
mtm:MYCTH_116629	ncbi-geneid:11511467	ncbi-proteinid:XP_003665708	up:G2QJ96	hypothetical protein
mtm:MYCTH_116679	ncbi-geneid:11511312	ncbi-proteinid:XP_003665552	up:G2QID3	hypothetical protein
mtm:MYCTH_116881	ncbi-geneid:11510958	ncbi-proteinid:XP_003665198	up:G2QK47	general substrate transporter
mtm:MYCTH_116885	ncbi-geneid:11510948	ncbi-proteinid:XP_003665188	up:G2QK37	hypothetical protein
mtm:MYCTH_116956	ncbi-geneid:11507092	ncbi-proteinid:XP_003665064	up:G2QJR2	hypothetical protein
mtm:MYCTH_117063	ncbi-geneid:11506607	ncbi-proteinid:XP_003664813	up:G2QIU0	hypothetical protein
mtm:MYCTH_117073	ncbi-geneid:11506592	ncbi-proteinid:XP_003664798	up:G2QIS5	Acyl CoA acyltransferase-like protein
mtm:MYCTH_117145	ncbi-geneid:11509968	ncbi-proteinid:XP_003667339	up:G2QNM1	hypothetical protein
mtm:MYCTH_117146	ncbi-geneid:11509964	ncbi-proteinid:XP_003667335	up:G2QNL7	hypothetical protein
mtm:MYCTH_117150	ncbi-geneid:11509955	ncbi-proteinid:XP_003667326	up:G2QNK8	epimerase/hydratase
mtm:MYCTH_117206	ncbi-geneid:11509765	ncbi-proteinid:XP_003667214	up:G2QN96	hypothetical protein
mtm:MYCTH_117209	ncbi-geneid:11509682	ncbi-proteinid:XP_003667209	up:G2QN91	hypothetical protein
mtm:MYCTH_117245	ncbi-geneid:11509632	ncbi-proteinid:XP_003667159	up:G2QN41	hypothetical protein
mtm:MYCTH_117406	ncbi-geneid:11507267	ncbi-proteinid:XP_003666904	up:G2QPZ6	hypothetical protein
mtm:MYCTH_117428	ncbi-geneid:11507152	ncbi-proteinid:XP_003666867	up:G2QPV9	hypothetical protein
mtm:MYCTH_117436	ncbi-geneid:11507141	ncbi-proteinid:XP_003666856	up:G2QPU8	hypothetical protein
mtm:MYCTH_117478	ncbi-geneid:11510133	ncbi-proteinid:XP_003666773	up:G2QPL5	hypothetical protein
mtm:MYCTH_117495	ncbi-geneid:11506867	ncbi-proteinid:XP_003666738	up:G2QPI0	hypothetical protein
mtm:MYCTH_117620	ncbi-geneid:11513691	ncbi-proteinid:XP_003665866	up:G2QKY9	hypothetical protein
mtm:MYCTH_117625	ncbi-geneid:11513672	ncbi-proteinid:XP_003665847	up:G2QKX0	hypothetical protein
mtm:MYCTH_117681	ncbi-geneid:11513515	ncbi-proteinid:XP_003665768	up:G2QKP1	hypothetical protein
mtm:MYCTH_11798	ncbi-geneid:11511281	ncbi-proteinid:XP_003665521	up:G2QI87	hypothetical protein
mtm:MYCTH_12171	ncbi-geneid:11505573	ncbi-proteinid:XP_003660152	up:G2Q0P5	hypothetical protein
mtm:MYCTH_122893	ncbi-geneid:11508879	ncbi-proteinid:XP_003660612	up:G2Q4S8	C2H2 transcription factor
mtm:MYCTH_122939	ncbi-geneid:11512862	ncbi-proteinid:XP_003659560	up:G2Q2U8	sterol-4-alpha-carboxylate 3-dehydrogenase like protein
mtm:MYCTH_12812	ncbi-geneid:11512400	ncbi-proteinid:XP_003662347	up:G2Q8Q3	hypothetical protein
mtm:MYCTH_13170	ncbi-geneid:11506293	ncbi-proteinid:XP_003664687	up:G2QGT5	hypothetical protein
mtm:MYCTH_140260	ncbi-geneid:11507244	ncbi-proteinid:XP_003665138	up:G2QJY7	glycosyltransferase family 48 protein
mtm:MYCTH_140261	ncbi-geneid:11506348	ncbi-proteinid:XP_003666470	up:G2QMP5	glycoside hydrolase family 71 protein
mtm:MYCTH_14609	ncbi-geneid:11508109	ncbi-proteinid:XP_003658583	up:G2Q1Q4	hypothetical protein
mtm:MYCTH_15682	ncbi-geneid:11506400	ncbi-proteinid:XP_003666521	up:G2QNQ2	hypothetical protein
mtm:MYCTH_15789	ncbi-geneid:11510279	ncbi-proteinid:XP_003663929	up:G2QH24	hypothetical protein
mtm:MYCTH_16152	ncbi-geneid:11506466	ncbi-proteinid:XP_003664768	up:G2QIJ2	hypothetical protein
mtm:MYCTH_16224	ncbi-geneid:11508431	ncbi-proteinid:XP_003658559	up:G2Q1C2	hypothetical protein
mtm:MYCTH_16301	ncbi-geneid:11510177	ncbi-proteinid:XP_003663827	up:G2QGM0	hypothetical protein
mtm:MYCTH_16353	ncbi-geneid:11507764	ncbi-proteinid:XP_003663138	up:G2QBF0	hypothetical protein
mtm:MYCTH_17263	ncbi-geneid:11509343	ncbi-proteinid:XP_003667026	up:G2QQB8	hypothetical protein
mtm:MYCTH_17562	ncbi-geneid:11507125	ncbi-proteinid:XP_003666840	up:G2QPT2	hypothetical protein
mtm:MYCTH_17585	ncbi-geneid:11513732	ncbi-proteinid:XP_003664101	up:G2QHJ6	hypothetical protein
mtm:MYCTH_17759	ncbi-geneid:11506281	ncbi-proteinid:XP_003664675	up:G2QGS3	hypothetical protein
mtm:MYCTH_18938	ncbi-geneid:11506959	ncbi-proteinid:XP_003666752	up:G2QPJ4	hypothetical protein
mtm:MYCTH_19035	ncbi-geneid:11509931	ncbi-proteinid:XP_003667302	up:G2QNI4	hypothetical protein
mtm:MYCTH_2018629	ncbi-geneid:11507635	ncbi-proteinid:XP_003663009	up:G2QEI1	hypothetical protein
mtm:MYCTH_2018746	ncbi-geneid:11506751	ncbi-proteinid:XP_003664879	up:G2QJ59	hypothetical protein
mtm:MYCTH_2019108	ncbi-geneid:11508971	ncbi-proteinid:XP_003658577	up:G2Q1P8	hypothetical protein
mtm:MYCTH_2019141	ncbi-geneid:11507479	ncbi-proteinid:XP_003662853	up:G2QE25	hypothetical protein
mtm:MYCTH_2019371	ncbi-geneid:11514260	ncbi-proteinid:XP_003664395	up:G2QFC1	hypothetical protein
mtm:MYCTH_2019378	ncbi-geneid:11512547	ncbi-proteinid:XP_003662486	up:G2QC14	hypothetical protein
mtm:MYCTH_2019397	ncbi-geneid:11506212	ncbi-proteinid:XP_003666412	up:G2QMI7	carbohydrate esterase family 12 protein
mtm:MYCTH_2019739	ncbi-geneid:11512502	ncbi-proteinid:XP_003662378	up:G2Q8Y9	hypothetical protein
mtm:MYCTH_2019888	ncbi-geneid:11510394	ncbi-proteinid:XP_003661589	up:G2Q952	hypothetical protein
mtm:MYCTH_2020046	ncbi-geneid:11514566	ncbi-proteinid:XP_003664545	up:G2QFY7	hypothetical protein
mtm:MYCTH_2020422	ncbi-geneid:11511556	ncbi-proteinid:XP_003659509	up:G2Q2D9	hypothetical protein
mtm:MYCTH_2020707	ncbi-geneid:11508300	ncbi-proteinid:XP_003659060	up:G2Q5T9	hypothetical protein
mtm:MYCTH_2020741	ncbi-geneid:11507215	ncbi-proteinid:XP_003665109	up:G2QJV8	hypothetical protein
mtm:MYCTH_2022110	ncbi-geneid:11509864	ncbi-proteinid:XP_003663320	up:G2QC46	hypothetical protein
