PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17248629","Complementation Analysis of Metabolite-Resistant Mutations with Forced Heterokaryons of NEUROSPORA CRASSA","Thwaites WM, Knauert FK, Carney SS.","Genetics. 1973 Aug;74(4):581-93. doi: 10.1093/genetics/74.4.581.","Thwaites WM","Genetics","1973","1973/08/01","PMC1212974","","10.1093/genetics/74.4.581"
"20413916","The Fungal Genetics Stock Center: a repository for 50 years of fungal genetics research","McCluskey K, Wiest A, Plamann M.","J Biosci. 2010 Mar;35(1):119-26. doi: 10.1007/s12038-010-0014-6.","McCluskey K","J Biosci","2010","2010/04/24","","","10.1007/s12038-010-0014-6"
"12890030","The Aspergillus nidulans metR gene encodes a bZIP protein which activates transcription of sulphur metabolism genes","Natorff R, Sieńko M, Brzywczy J, Paszewski A.","Mol Microbiol. 2003 Aug;49(4):1081-94. doi: 10.1046/j.1365-2958.2003.03617.x.","Natorff R","Mol Microbiol","2003","2003/08/02","","","10.1046/j.1365-2958.2003.03617.x"
"5541006","Metabolic role, regulation of synthesis, cellular localization, and genetic control of the glyoxylate cycle enzymes in Neurospora crassa","Flavell RB, Woodward DO.","J Bacteriol. 1971 Jan;105(1):200-10. doi: 10.1128/jb.105.1.200-210.1971.","Flavell RB","J Bacteriol","1971","1971/01/01","PMC248342","","10.1128/jb.105.1.200-210.1971"
"34816105","Principles underlying the complex dynamics of temperature entrainment by a circadian clock","Burt P, Grabe S, Madeti C, Upadhyay A, Merrow M, Roenneberg T, Herzel H, Schmal C.","iScience. 2021 Oct 30;24(11):103370. doi: 10.1016/j.isci.2021.103370. eCollection 2021 Nov 19.","Burt P","iScience","2021","2021/11/24","PMC8593569","","10.1016/j.isci.2021.103370"
"25459534","Kinesin-3 in the basidiomycete Ustilago maydis transports organelles along the entire microtubule array","Steinberg G.","Fungal Genet Biol. 2015 Jan;74:59-61. doi: 10.1016/j.fgb.2014.10.010. Epub 2014 Oct 18.","Steinberg G","Fungal Genet Biol","2015","2014/12/03","","","10.1016/j.fgb.2014.10.010"
"2880279","The ATP synthase subunit 9 gene of Aspergillus nidulans: sequence and transcription","Ward M, Turner G.","Mol Gen Genet. 1986 Nov;205(2):331-8. doi: 10.1007/BF00430447.","Ward M","Mol Gen Genet","1986","1986/11/01","","","10.1007/BF00430447"
"24178002","Mitochondrial DNA of the filamentous ascomycete Cochliobolus heterostrophus : Characterization of the mitochondrial chromosome and population genetics of a restriction enzyme polymorphism","Garber RC, Yoder OC.","Curr Genet. 1984 Oct;8(8):621-8. doi: 10.1007/BF00395708.","Garber RC","Curr Genet","1984","2013/11/02","","","10.1007/BF00395708"
"6624143","[Purification and isolation of the arom aggregates of Schizosaccharomyces pombe]","Bode R, Kunze G.","Z Allg Mikrobiol. 1983;23(5):289-96. doi: 10.1002/jobm.3630230503.","Bode R","Z Allg Mikrobiol","1983","1983/01/01","","","10.1002/jobm.3630230503"
"6353165","Identification of an iron uptake system specific for coprogen and rhodotorulic acid in Escherichia coli K12","Hantke K.","Mol Gen Genet. 1983;191(2):301-6. doi: 10.1007/BF00334830.","Hantke K","Mol Gen Genet","1983","1983/01/01","","","10.1007/BF00334830"
"33141925","Sphingolipid-enriched domains in fungi","Santos FC, Marquês JT, Bento-Oliveira A, de Almeida RFM.","FEBS Lett. 2020 Nov;594(22):3698-3718. doi: 10.1002/1873-3468.13986.","Santos FC","FEBS Lett","2020","2020/11/03","","","10.1002/1873-3468.13986"
"26908646","The kinetochore interaction network (KIN) of ascomycetes","Freitag M.","Mycologia. 2016 May-Jun;108(3):485-505. doi: 10.3852/15-182. Epub 2016 Feb 23.","Freitag M","Mycologia","2016","2016/02/25","PMC4864127","NIHMS764129","10.3852/15-182"
"4391854","Formation of assimilatory nitrate reductase by in vitro inter-cistronic complementation in Neurospora crassa","Nason A, Antoine AD, Ketchum PA, Frazier WA 3rd, Lee DK.","Proc Natl Acad Sci U S A. 1970 Jan;65(1):137-44. doi: 10.1073/pnas.65.1.137.","Nason A","Proc Natl Acad Sci U S A","1970","1970/01/01","PMC286202","","10.1073/pnas.65.1.137"
"11551951","Identification of a calcium/calmodulin-dependent protein kinase that phosphorylates the Neurospora circadian clock protein FREQUENCY","Yang Y, Cheng P, Zhi G, Liu Y.","J Biol Chem. 2001 Nov 2;276(44):41064-72. doi: 10.1074/jbc.M106905200. Epub 2001 Sep 10.","Yang Y","J Biol Chem","2001","2001/09/12","","","10.1074/jbc.M106905200"
"34882532","Application of fungal copper carbonate nanoparticles as environmental catalysts: organic dye degradation and chromate removal","Liu F, Shah DS, Csetenyi L, Gadd GM.","Microbiology (Reading). 2021 Dec;167(12):001116. doi: 10.1099/mic.0.001116.","Liu F","Microbiology (Reading)","2021","2021/12/09","PMC8745000","","10.1099/mic.0.001116"
"30447028","The plasma membrane H(+) -ATPase, a simple polypeptide with a long history","Palmgren M, Morsomme P.","Yeast. 2019 Apr;36(4):201-210. doi: 10.1002/yea.3365. Epub 2018 Dec 10.","Palmgren M","Yeast","2019","2018/11/18","PMC6590192","","10.1002/yea.3365"
"24677771","Fungal secretomes enhance sugar beet pulp hydrolysis","Kracher D, Oros D, Yao W, Preims M, Rezic I, Haltrich D, Rezic T, Ludwig R.","Biotechnol J. 2014 Apr;9(4):483-92. doi: 10.1002/biot.201300214. Epub 2014 Mar 7.","Kracher D","Biotechnol J","2014","2014/03/29","PMC4162999","","10.1002/biot.201300214"
"37207739","The role of ion homeostasis imbalance due to citrate accumulation in fluoroacetic acid (FAA) toxicity in Neurospora crassa","Monteiro J, Marks CA, Braga PC, Bernardino RL, Alves MG, Lobo-da-Cunha A, Videira A, Pereira F.","Comp Biochem Physiol C Toxicol Pharmacol. 2023 May 18;271:109661. doi: 10.1016/j.cbpc.2023.109661. Online ahead of print.","Monteiro J","Comp Biochem Physiol C Toxicol Pharmacol","2023","2023/05/19","","","10.1016/j.cbpc.2023.109661"
"35525939","Toward more efficient ergothioneine production using the fungal ergothioneine biosynthetic pathway","Chen Z, He Y, Wu X, Wang L, Dong Z, Chen X.","Microb Cell Fact. 2022 May 7;21(1):76. doi: 10.1186/s12934-022-01807-3.","Chen Z","Microb Cell Fact","2022","2022/05/07","PMC9077841","","10.1186/s12934-022-01807-3"
"8971708","Saccharomyces cerevisiae chorismate synthase has a flavin reductase activity","Henstrand JM, Schaller A, Braun M, Amrhein N, Schmid J.","Mol Microbiol. 1996 Dec;22(5):859-66. doi: 10.1046/j.1365-2958.1996.01534.x.","Henstrand JM","Mol Microbiol","1996","1996/12/01","","","10.1046/j.1365-2958.1996.01534.x"
"12917343","Phosphorylation of FREQUENCY protein by casein kinase II is necessary for the function of the Neurospora circadian clock","Yang Y, Cheng P, He Q, Wang L, Liu Y.","Mol Cell Biol. 2003 Sep;23(17):6221-8. doi: 10.1128/MCB.23.17.6221-6228.2003.","Yang Y","Mol Cell Biol","2003","2003/08/15","PMC180927","","10.1128/MCB.23.17.6221-6228.2003"
"20159972","Functional significance of FRH in regulating the phosphorylation and stability of Neurospora circadian clock protein FRQ","Guo J, Cheng P, Liu Y.","J Biol Chem. 2010 Apr 9;285(15):11508-15. doi: 10.1074/jbc.M109.071688. Epub 2010 Feb 16.","Guo J","J Biol Chem","2010","2010/02/18","PMC2857029","","10.1074/jbc.M109.071688"
"9482720","Nuclear localization is required for function of the essential clock protein FRQ","Luo C, Loros JJ, Dunlap JC.","EMBO J. 1998 Aug 10;17(5):1228-35. doi: 10.1093/emboj/17.5.1228.","Luo C","EMBO J","1998","1998/04/18","PMC1170471","","10.1093/emboj/17.5.1228"
"11226160","Coiled-coil domain-mediated FRQ-FRQ interaction is essential for its circadian clock function in Neurospora","Cheng P, Yang Y, Heintzen C, Liu Y.","EMBO J. 2001 Jan 15;20(1-2):101-8. doi: 10.1093/emboj/20.1.101.","Cheng P","EMBO J","2001","2001/02/28","PMC140186","","10.1093/emboj/20.1.101"
"19683782","Kinetic evidence for an anion binding pocket in the active site of nitronate monooxygenase","Francis K, Gadda G.","Bioorg Chem. 2009 Oct;37(5):167-72. doi: 10.1016/j.bioorg.2009.07.005. Epub 2009 Jul 25.","Francis K","Bioorg Chem","2009","2009/08/18","","","10.1016/j.bioorg.2009.07.005"
"9708903","The Chlamydomonas reinhardtii MoCo carrier protein is multimeric and stabilizes molybdopterin cofactor in a molybdate charged form","Witte CP, Igeño MI, Mendel R, Schwarz G, Fernández E.","FEBS Lett. 1998 Jul 17;431(2):205-9. doi: 10.1016/s0014-5793(98)00756-x.","Witte CP","FEBS Lett","1998","1998/08/26","","","10.1016/s0014-5793(98)00756-x"
"6025412","Regulation of glutamine synthetase. II. Patterns of feedback inhibition in microorganisms","Hubbard JS, Stadtman ER.","J Bacteriol. 1967 Mar;93(3):1045-55. doi: 10.1128/jb.93.3.1045-1055.1967.","Hubbard JS","J Bacteriol","1967","1967/03/01","PMC276552","","10.1128/jb.93.3.1045-1055.1967"
"16629997","Nucleotide excision repair and photoreactivation in the entomopathogenic fungi Beauveria bassiana, Beauveria brongniartii, Beauveria nivea, Metarhizium anisopliae, Paecilomyces farinosus and Verticillium lecanii","Chelico L, Haughian JL, Khachatourians GG.","J Appl Microbiol. 2006 May;100(5):964-72. doi: 10.1111/j.1365-2672.2006.02844.x.","Chelico L","J Appl Microbiol","2006","2006/04/25","","","10.1111/j.1365-2672.2006.02844.x"
"15545645","RNA silencing in Aspergillus nidulans is independent of RNA-dependent RNA polymerases","Hammond TM, Keller NP.","Genetics. 2005 Feb;169(2):607-17. doi: 10.1534/genetics.104.035964. Epub 2004 Nov 15.","Hammond TM","Genetics","2005","2004/11/17","PMC1449118","","10.1534/genetics.104.035964"
"7798173","Reconstitution of import-competent outer membrane vesicles from mammalian mitochondria","Iwahashi J, Takaichi S, Mihara K, Omura T.","J Biochem. 1994 Jul;116(1):156-63. doi: 10.1093/oxfordjournals.jbchem.a124488.","Iwahashi J","J Biochem","1994","1994/07/01","","","10.1093/oxfordjournals.jbchem.a124488"
"1354839","The acu-1 gene of Coprinus cinereus is a regulatory gene required for induction of acetate utilisation enzymes","Maconochie MK, Connerton IF, Casselton LA.","Mol Gen Genet. 1992 Aug;234(2):211-6. doi: 10.1007/BF00283841.","Maconochie MK","Mol Gen Genet","1992","1992/08/01","","","10.1007/BF00283841"
"10231388","Eukaryotic circadian systems: cycles in common","Dunlap JC, Loros JJ, Liu Y, Crosthwaite SK.","Genes Cells. 1999 Jan;4(1):1-10. doi: 10.1046/j.1365-2443.1999.00239.x.","Dunlap JC","Genes Cells","1999","1999/05/07","","","10.1046/j.1365-2443.1999.00239.x"
"4867215","Comparative regulation of isoenzymic 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetases in microorganisms","Jensen RA, Nasser DS.","J Bacteriol. 1968 Jan;95(1):188-96. doi: 10.1128/jb.95.1.188-196.1968.","Jensen RA","J Bacteriol","1968","1968/01/01","PMC251991","","10.1128/jb.95.1.188-196.1968"
"22115448","Meiotic silencing in the homothallic fungus Gibberella zeae","Son H, Min K, Lee J, Raju NB, Lee YW.","Fungal Biol. 2011 Dec;115(12):1290-302. doi: 10.1016/j.funbio.2011.09.006. Epub 2011 Oct 7.","Son H","Fungal Biol","2011","2011/11/26","","","10.1016/j.funbio.2011.09.006"
"20943572","A circadian rhythm regulating hyphal melanization in Cercospora kikuchii","Bluhm BH, Burnham AM, Dunkle LD.","Mycologia. 2010 Nov-Dec;102(6):1221-8. doi: 10.3852/09-041. Epub 2010 Jul 13.","Bluhm BH","Mycologia","2010","2010/10/15","","","10.3852/09-041"
"15527124","Chitosan as a macroaffinity ligand purification of chitinases by affinity precipitation and aqueous two-phase extractions","Teotia S, Lata R, Gupta MN.","J Chromatogr A. 2004 Oct 15;1052(1-2):85-91. doi: 10.1016/j.chroma.2004.08.096.","Teotia S","J Chromatogr A","2004","2004/11/06","","","10.1016/j.chroma.2004.08.096"
"16822042","Circadian rhythms and molecular noise","Gonze D, Goldbeter A.","Chaos. 2006 Jun;16(2):026110. doi: 10.1063/1.2211767.","Gonze D","Chaos","2006","2006/07/11","","","10.1063/1.2211767"
"17246153","Epistatic Grouping of Repair-Deficient Mutants in Neurospora: Comparative Analysis of Two uvs-3 Alleles, uvs-6 and Their mus Double Mutant Strains","Käfer E.","Genetics. 1983 Sep;105(1):19-33. doi: 10.1093/genetics/105.1.19.","Käfer E","Genetics","1983","1983/09/01","PMC1202144","","10.1093/genetics/105.1.19"
"4525303","Depolarization of the plasma membrane of Neurospora during active transport of glucose: evidence for a proton-dependent cotransport system","Slayman CL, Slayman CW.","Proc Natl Acad Sci U S A. 1974 May;71(5):1935-9. doi: 10.1073/pnas.71.5.1935.","Slayman CL","Proc Natl Acad Sci U S A","1974","1974/05/01","PMC388357","","10.1073/pnas.71.5.1935"
"29602785","The Pyrroloquinoline-Quinone-Dependent Pyranose Dehydrogenase from Coprinopsis cinerea Drives Lytic Polysaccharide Monooxygenase Action","Várnai A, Umezawa K, Yoshida M, Eijsink VGH.","Appl Environ Microbiol. 2018 May 17;84(11):e00156-18. doi: 10.1128/AEM.00156-18. Print 2018 Jun 1.","Várnai A","Appl Environ Microbiol","2018","2018/04/01","PMC5960967","","10.1128/AEM.00156-18"
"10655216","Suppressed recombination and a pairing anomaly on the mating-type chromosome of Neurospora tetrasperma","Gallegos A, Jacobson DJ, Raju NB, Skupski MP, Natvig DO.","Genetics. 2000 Feb;154(2):623-33. doi: 10.1093/genetics/154.2.623.","Gallegos A","Genetics","2000","2000/02/03","PMC1460935","","10.1093/genetics/154.2.623"
"15207568","Bioremediation of 60Co from simulated spent decontamination solutions","Rashmi K, Sowjanya TN, Mohan PM, Balaji V, Venkateswaran G.","Sci Total Environ. 2004 Jul 26;328(1-3):1-14. doi: 10.1016/j.scitotenv.2004.02.009.","Rashmi K","Sci Total Environ","2004","2004/06/23","","","10.1016/j.scitotenv.2004.02.009"
"7592594","Molecular cloning and functional expression of Neurospora deoxyhypusine synthase cDNA and identification of yeast deoxyhypusine synthase cDNA","Tao Y, Chen KY.","J Biol Chem. 1995 Oct 13;270(41):23984-7. doi: 10.1074/jbc.270.41.23984.","Tao Y","J Biol Chem","1995","1995/10/13","","","10.1074/jbc.270.41.23984"
"9770498","Evidence for balancing selection operating at the het-c heterokaryon incompatibility locus in a group of filamentous fungi","Wu J, Saupe SJ, Glass NL.","Proc Natl Acad Sci U S A. 1998 Oct 13;95(21):12398-403. doi: 10.1073/pnas.95.21.12398.","Wu J","Proc Natl Acad Sci U S A","1998","1998/10/15","PMC22843","","10.1073/pnas.95.21.12398"
"17951683","The mitochondrial machinery for import of precursor proteins","Gabriel K, Pfanner N.","Methods Mol Biol. 2007;390:99-117. doi: 10.1007/978-1-59745-466-7_7.","Gabriel K","Methods Mol Biol","2007","2007/10/24","","","10.1007/978-1-59745-466-7_7"
"16396111","[Development of Pythium ultimum var. ultimum trow on different cultural media depending on temperature]","Zubova TI.","Mikrobiol Z. 2005 Sep-Oct;67(5):50-7.","Zubova TI","Mikrobiol Z","2005","2006/01/07","","",""
"15079801","[Advances in the molecular mechanism of RNA interference]","He GP, Zhang SZ.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2004 Apr;21(2):161-5.","He GP","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2004","2004/04/14","","",""
"20572972","Use of an isocitrate lyase promoter-GFP fusion to monitor carbon metabolism of the plant pathogen Tapesia yallundae during infection of wheat","Bowyer P, Mueller E, Lucas J.","Mol Plant Pathol. 2000 Jul 1;1(4):253-62. doi: 10.1046/j.1364-3703.2000.00030.x.","Bowyer P","Mol Plant Pathol","2000","2010/06/25","","","10.1046/j.1364-3703.2000.00030.x"
"16534991","Primer sets developed to amplify conserved genes from filamentous ascomycetes are useful in differentiating fusarium species associated with conifers","Donaldson GC, Ball LA, Axelrood PE, Glass NL.","Appl Environ Microbiol. 1995 Apr;61(4):1331-40. doi: 10.1128/aem.61.4.1331-1340.1995.","Donaldson GC","Appl Environ Microbiol","1995","1995/04/01","PMC1388409","","10.1128/aem.61.4.1331-1340.1995"
"1324480","Purification and characterization of a mammalian endo-exonuclease","Couture C, Chow TY.","Nucleic Acids Res. 1992 Aug 25;20(16):4355-61. doi: 10.1093/nar/20.16.4355.","Couture C","Nucleic Acids Res","1992","1992/08/25","PMC334147","","10.1093/nar/20.16.4355"
"1564447","Small subunit ribosomal RNA of Blastomyces dermatitidis: sequence and phylogenetic analysis","Geber A, Higgins DE, Waters AP, Bennett JE, McCutchan TF.","J Gen Microbiol. 1992 Feb;138(2):395-9. doi: 10.1099/00221287-138-2-395.","Geber A","J Gen Microbiol","1992","1992/02/01","","","10.1099/00221287-138-2-395"
"16668585","ADP-Glucose Transport by the Chloroplast Adenylate Translocator Is Linked to Starch Biosynthesis","Pozueta-Romero J, Ardila F, Akazawa T.","Plant Physiol. 1991 Dec;97(4):1565-72. doi: 10.1104/pp.97.4.1565.","Pozueta-Romero J","Plant Physiol","1991","1991/12/01","PMC1081201","","10.1104/pp.97.4.1565"
"1848840","Nucleotide and derived amino acid sequences of the major porin of Comamonas acidovorans and comparison of porin primary structures","Gerbl-Rieger S, Peters J, Kellermann J, Lottspeich F, Baumeister W.","J Bacteriol. 1991 Apr;173(7):2196-205. doi: 10.1128/jb.173.7.2196-2205.1991.","Gerbl-Rieger S","J Bacteriol","1991","1991/04/01","PMC207767","","10.1128/jb.173.7.2196-2205.1991"
"2037231","Identification of molybdopterin guanine dinucleotide in formate dehydrogenase from Methanobacterium formicicum","Johnson JL, Bastian NR, Schauer NL, Ferry JG, Rajagopalan KV.","FEMS Microbiol Lett. 1991 Jan 15;61(2-3):213-6. doi: 10.1016/0378-1097(91)90554-n.","Johnson JL","FEMS Microbiol Lett","1991","1991/01/15","","","10.1016/0378-1097(91)90554-n"
"2245476","The development of a heterologous transformation system for the cellulolytic fungus Trichoderma reesei based on a pyrG-negative mutant strain","Gruber F, Visser J, Kubicek CP, de Graaff LH.","Curr Genet. 1990 Jul;18(1):71-6. doi: 10.1007/BF00321118.","Gruber F","Curr Genet","1990","1990/07/01","","","10.1007/BF00321118"
"16666656","Immunochemical Analysis Shows That an ATP/ADP-Translocator Is Associated with the Inner-Envelope Membranes of Amyloplasts from Acer pseudoplatanus L","Ngernprasirtsiri J, Takabe T, Akazawa T.","Plant Physiol. 1989 Apr;89(4):1024-7. doi: 10.1104/pp.89.4.1024.","Ngernprasirtsiri J","Plant Physiol","1989","1989/04/01","PMC1055967","","10.1104/pp.89.4.1024"
"16666192","Factors associated with the instability of nitrate-insensitive proton transport by maize root microsomes","Brauer D, Hsu AF, Tu SI.","Plant Physiol. 1988 Jul;87(3):598-602. doi: 10.1104/pp.87.3.598.","Brauer D","Plant Physiol","1988","1988/07/01","PMC1054805","","10.1104/pp.87.3.598"
"6318603","Isolation of DNA from filamentous fungi and separation into nuclear, mitochondrial, ribosomal, and plasmid components","Garber RC, Yoder OC.","Anal Biochem. 1983 Dec;135(2):416-22. doi: 10.1016/0003-2697(83)90704-2.","Garber RC","Anal Biochem","1983","1983/12/01","","","10.1016/0003-2697(83)90704-2"
"15845386","Discovery of a novel superfamily of type III polyketide synthases in Aspergillus oryzae","Seshime Y, Juvvadi PR, Fujii I, Kitamoto K.","Biochem Biophys Res Commun. 2005 May 27;331(1):253-60. doi: 10.1016/j.bbrc.2005.03.160.","Seshime Y","Biochem Biophys Res Commun","2005","2005/04/23","","","10.1016/j.bbrc.2005.03.160"
"15029150","[Clinical value of some factors of gene transcription in heart diseases]","Kagan-Ponomarev MIa.","Kardiologiia. 2004;44(1):66-70.","Kagan-Ponomarev MIa","Kardiologiia","2004","2004/03/19","","",""
"14727059","Disruption of the Aspergillus fumigatus argB gene using a novel in vitro transposon-based mutagenesis approach","Jadoun J, Shadkchan Y, Osherov N.","Curr Genet. 2004 Apr;45(4):235-41. doi: 10.1007/s00294-003-0480-6. Epub 2004 Jan 15.","Jadoun J","Curr Genet","2004","2004/01/17","","","10.1007/s00294-003-0480-6"
"10342097","Molecular mechanisms of chromosomal rearrangement in fungi","Fierro F, Martín JF.","Crit Rev Microbiol. 1999;25(1):1-17. doi: 10.1080/10408419991299185.","Fierro F","Crit Rev Microbiol","1999","1999/05/26","","","10.1080/10408419991299185"
"9818356","Characterization of Aspergillus nidulans peroxisomes by immunoelectron microscopy","Valenciano S, De Lucas JR, Van der Klei I, Veenhuis M, Laborda F.","Arch Microbiol. 1998 Oct;170(5):370-6. doi: 10.1007/s002030050655.","Valenciano S","Arch Microbiol","1998","1998/11/18","","","10.1007/s002030050655"
"8381338","The STA2 and MEL1 genes of Saccharomyces cerevisiae are idiomorphic","Lyness CA, Jones CR, Meaden PG.","Curr Genet. 1993 Jan;23(1):92-4. doi: 10.1007/BF00336753.","Lyness CA","Curr Genet","1993","1993/01/01","","","10.1007/BF00336753"
"16345342","Extraction and quantification of solutes in solidified agar culture media","Buynitzky SJ, Howe HB, Shellhorse Y.","Appl Environ Microbiol. 1979 Feb;37(2):202-7. doi: 10.1128/aem.37.2.202-207.1979.","Buynitzky SJ","Appl Environ Microbiol","1979","1979/02/01","PMC243188","","10.1128/aem.37.2.202-207.1979"
"1103873","Genetic control of radiation sensitivity and DNA repair in Neurospora","Schroeder A.","Basic Life Sci. 1975;5B:567-76. doi: 10.1007/978-1-4684-2898-8_22.","Schroeder A","Basic Life Sci","1975","1975/01/01","","","10.1007/978-1-4684-2898-8_22"
"29114030","Near-Cognate Codons Contribute Complexity to Translation Regulation","Glass NL.","mBio. 2017 Nov 7;8(6):e01820-17. doi: 10.1128/mBio.01820-17.","Glass NL","mBio","2017","2017/11/09","PMC5676045","","10.1128/mBio.01820-17"
"26013991","Population genomic analyses reveal possible drivers of population divergence","Skrede I, Brandström Durling M.","Mol Ecol. 2015 Jun;24(11):2598-600. doi: 10.1111/mec.13209.","Skrede I","Mol Ecol","2015","2015/05/28","","","10.1111/mec.13209"
"18944674","The Mycoparasite Ampelomyces quisqualis Expresses exgA Encoding an exo-beta-1,3-Glucanase in Culture and During Mycoparasitism","Rotem Y, Yarden O, Sztejnberg A.","Phytopathology. 1999 Aug;89(8):631-8. doi: 10.1094/PHYTO.1999.89.8.631.","Rotem Y","Phytopathology","1999","2008/10/24","","","10.1094/PHYTO.1999.89.8.631"
"18795352","Plasticity of a key metabolic pathway in fungi","Shen YQ, Burger G.","Funct Integr Genomics. 2009 May;9(2):145-51. doi: 10.1007/s10142-008-0095-6. Epub 2008 Sep 16.","Shen YQ","Funct Integr Genomics","2009","2008/09/17","","","10.1007/s10142-008-0095-6"
"10366717","Identification of a 24 kDa intrinsic membrane protein from mammalian peroxisomes","Reguenga C, Oliveira ME, Gouveia AM, Eckerskorn C, Sá-Miranda C, Azevedo JE.","Biochim Biophys Acta. 1999 Jun 9;1445(3):337-41. doi: 10.1016/s0167-4781(99)00061-5.","Reguenga C","Biochim Biophys Acta","1999","1999/06/15","","","10.1016/s0167-4781(99)00061-5"
"9743116","Agrobacterium tumefaciens-mediated transformation of filamentous fungi","de Groot MJ, Bundock P, Hooykaas PJ, Beijersbergen AG.","Nat Biotechnol. 1998 Sep;16(9):839-42. doi: 10.1038/nbt0998-839.","de Groot MJ","Nat Biotechnol","1998","1998/09/22","","","10.1038/nbt0998-839"
"3231261","Microorganisms associated with mouldiness of dried yam chips and their prevention","Adeyanju SA, Ikotun T.","Nahrung. 1988;32(8):777-81. doi: 10.1002/food.19880320815.","Adeyanju SA","Nahrung","1988","1988/01/01","","","10.1002/food.19880320815"
"4340748","A fluorescent analog of nicotinamide adenine dinucleotide","Barrio JR, Secrist JA 3rd, Leonard NJ.","Proc Natl Acad Sci U S A. 1972 Aug;69(8):2039-42. doi: 10.1073/pnas.69.8.2039.","Barrio JR","Proc Natl Acad Sci U S A","1972","1972/08/01","PMC426863","","10.1073/pnas.69.8.2039"
"4992369","Organization of polyaromatic biosynthetic enzymes in a variety of photosynthetic organisms","Berlyn MB, Ahmed SI, Giles NH.","J Bacteriol. 1970 Nov;104(2):768-74. doi: 10.1128/jb.104.2.768-774.1970.","Berlyn MB","J Bacteriol","1970","1970/11/01","PMC285056","","10.1128/jb.104.2.768-774.1970"
"16656256","Nonessentiality of boron in fungi and the nature of its toxicity","Bowen JE, Gauch HG.","Plant Physiol. 1966 Feb;41(2):319-24. doi: 10.1104/pp.41.2.319.","Bowen JE","Plant Physiol","1966","1966/02/01","PMC1086339","","10.1104/pp.41.2.319"
"22308366","Self-assembly of functional, amphipathic amyloid monolayers by the fungal hydrophobin EAS","Macindoe I, Kwan AH, Ren Q, Morris VK, Yang W, Mackay JP, Sunde M.","Proc Natl Acad Sci U S A. 2012 Apr 3;109(14):E804-11. doi: 10.1073/pnas.1114052109. Epub 2012 Jan 23.","Macindoe I","Proc Natl Acad Sci U S A","2012","2012/02/07","PMC3325668","","10.1073/pnas.1114052109"
"19557027","Enzymatic synthesis of bis-5-alkylresorcinols by resorcinol-producing type III polyketide synthases","Miyanaga A, Horinouchi S.","J Antibiot (Tokyo). 2009 Jul;62(7):371-6. doi: 10.1038/ja.2009.44. Epub 2009 Jun 26.","Miyanaga A","J Antibiot (Tokyo)","2009","2009/06/27","","","10.1038/ja.2009.44"
"12725241","Synthesis and conformational characterization of peptides related to the neck domain of a fungal kinesin","Deluca D, Woehlke G, Moroder L.","J Pept Sci. 2003 Apr;9(4):203-11. doi: 10.1002/psc.443.","Deluca D","J Pept Sci","2003","2003/05/03","","","10.1002/psc.443"
"11233258","[Differential accumulation of the new high-affinity phosphate transporter candidated gene fragment in rice roots in response to phosphorus deficiency stress]","Yu FT, Zhang AM, Chen SY, Zhang FS.","Yi Chuan Xue Bao. 2001;28(2):144-51.","Yu FT","Yi Chuan Xue Bao","2001","2001/03/10","","",""
"10512673","Deletion of the trichodiene synthase gene of Fusarium venenatum: two systems for repeated gene deletions","Royer JC, Christianson LM, Yoder WT, Gambetta GA, Klotz AV, Morris CL, Brody H, Otani S.","Fungal Genet Biol. 1999 Oct;28(1):68-78. doi: 10.1006/fgbi.1999.1162.","Royer JC","Fungal Genet Biol","1999","1999/10/08","","","10.1006/fgbi.1999.1162"
"6355389","Distribution of a corticosteroid-binding protein in Candida and other fungal genera","Loose DS, Stevens DA, Schurman DJ, Feldman D.","J Gen Microbiol. 1983 Aug;129(8):2379-85. doi: 10.1099/00221287-129-8-2379.","Loose DS","J Gen Microbiol","1983","1983/08/01","","","10.1099/00221287-129-8-2379"
"30389803","Analysis of Repeat Induced Point (RIP) Mutations in Leptosphaeria maculans Indicates Variability in the RIP Process Between Fungal Species","Van de Wouw AP, Elliott CE, Popa KM, Idnurm A.","Genetics. 2019 Jan;211(1):89-104. doi: 10.1534/genetics.118.301712. Epub 2018 Nov 2.","Van de Wouw AP","Genetics","2019","2018/11/04","PMC6325690","","10.1534/genetics.118.301712"
"24375151","The importance of pyroglutamate in cellulase Cel7A","Dana CM, Dotson-Fagerstrom A, Roche CM, Kal SM, Chokhawala HA, Blanch HW, Clark DS.","Biotechnol Bioeng. 2014 Apr;111(4):842-7. doi: 10.1002/bit.25178. Epub 2014 Jan 28.","Dana CM","Biotechnol Bioeng","2014","2013/12/31","","","10.1002/bit.25178"
"11204778","Exploring infection of wheat and carbohydrate metabolism in Mycosphaerella graminicola transformants with differentially regulated green fluorescent protein expression","Rohel EA, Payne AC, Fraaije BA, Hollomon DW.","Mol Plant Microbe Interact. 2001 Feb;14(2):156-63. doi: 10.1094/MPMI.2001.14.2.156.","Rohel EA","Mol Plant Microbe Interact","2001","2001/02/24","","","10.1094/MPMI.2001.14.2.156"
