PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"2941081","A study of the messenger RNA encoding pyruvate kinase of Neurospora crassa","Devchand M, Kapoor M.","Biosci Rep. 1986 Feb;6(2):201-8. doi: 10.1007/BF01115007.","Devchand M","Biosci Rep","1986","1986/02/01","","","10.1007/BF01115007"
"22763701","Membrane lipid composition regulates tubulin interaction with mitochondrial voltage-dependent anion channel","Rostovtseva TK, Gurnev PA, Chen MY, Bezrukov SM.","J Biol Chem. 2012 Aug 24;287(35):29589-98. doi: 10.1074/jbc.M112.378778. Epub 2012 Jul 4.","Rostovtseva TK","J Biol Chem","2012","2012/07/06","PMC3436136","","10.1074/jbc.M112.378778"
"6461553","Binding and screening by cations and the effect on exogenous NAD(P)H oxidation in Neurospora crassa mitochondria","Møller IM, Schwitzguébel JP, Palmer JM.","Eur J Biochem. 1982 Mar;123(1):81-8. doi: 10.1111/j.1432-1033.1982.tb06501.x.","Møller IM","Eur J Biochem","1982","1982/03/01","","","10.1111/j.1432-1033.1982.tb06501.x"
"24569026","Predicting essential genes for identifying potential drug targets in Aspergillus fumigatus","Lu Y, Deng J, Rhodes JC, Lu H, Lu LJ.","Comput Biol Chem. 2014 Jun;50:29-40. doi: 10.1016/j.compbiolchem.2014.01.011. Epub 2014 Jan 23.","Lu Y","Comput Biol Chem","2014","2014/02/27","","","10.1016/j.compbiolchem.2014.01.011"
"2933033","Cobalt-(cysteinyl)4 tetrahedra in yeast cobalt(II)-thionein","Hartmann HJ, Weser U.","Biochem Biophys Res Commun. 1985 Oct 15;132(1):277-83. doi: 10.1016/0006-291x(85)91019-8.","Hartmann HJ","Biochem Biophys Res Commun","1985","1985/10/15","","","10.1016/0006-291x(85)91019-8"
"6300080","A family of repetitive palindromic sequences found in Neurospora mitochondrial DNA is also found in a mitochondrial plasmid DNA","Nargang FE, Bell JB, Stohl LL, Lambowitz AM.","J Biol Chem. 1983 Apr 10;258(7):4257-60.","Nargang FE","J Biol Chem","1983","1983/04/10","","",""
"14456210","Induction and repression of nitrate reductase in Neurospora crassa","KINSKY SC.","J Bacteriol. 1961 Dec;82(6):898-904. doi: 10.1128/jb.82.6.898-904.1961.","KINSKY SC","J Bacteriol","1961","1961/12/01","PMC279273","","10.1128/jb.82.6.898-904.1961"
"4261112","Isolation of transfer RNA genes from Neurospora crassa","Ray R, Dutta SK.","Biochem Biophys Res Commun. 1972 Jun 28;47(6):1458-63. doi: 10.1016/0006-291x(72)90236-7.","Ray R","Biochem Biophys Res Commun","1972","1972/06/28","","","10.1016/0006-291x(72)90236-7"
"1533844","Use of gene replacement transformation to elucidate gene function in the qa gene cluster of Neurospora crassa","Case ME, Geever RF, Asch DK.","Genetics. 1992 Apr;130(4):729-36. doi: 10.1093/genetics/130.4.729.","Case ME","Genetics","1992","1992/04/01","PMC1204924","","10.1093/genetics/130.4.729"
"2825802","Control of nucleotide and erythroascorbic acid pools by cyclic AMP in Neurospora crassa","Dumbrava VA, Pall ML.","Biochim Biophys Acta. 1987 Dec 7;926(3):331-8. doi: 10.1016/0304-4165(87)90219-4.","Dumbrava VA","Biochim Biophys Acta","1987","1987/12/07","","","10.1016/0304-4165(87)90219-4"
"14328412","THE EFFECT OF TEMPERATURE ON THE PRODUCTION OF PERITHECIA BY NEUROSPORA CRASSA","MCNELLY-INGLE CA, FROST LC.","J Gen Microbiol. 1965 Apr;39:33-42. doi: 10.1099/00221287-39-1-33.","MCNELLY-INGLE CA","J Gen Microbiol","1965","1965/04/01","","","10.1099/00221287-39-1-33"
"124005","6-phosphogluconate dehydrogenase from Neurospora crassa","Scott WA, Abramsky T.","Methods Enzymol. 1975;41:227-31. doi: 10.1016/s0076-6879(75)41052-7.","Scott WA","Methods Enzymol","1975","1975/01/01","","","10.1016/s0076-6879(75)41052-7"
"136235","A reduced pyridine nucleotides-diaphorase activity associated to the assimilatory nitrite reductase complex from Neurospora crassa","Vega JM.","Arch Microbiol. 1976 Sep 1;109(3):237-42. doi: 10.1007/BF00446634.","Vega JM","Arch Microbiol","1976","1976/09/01","","","10.1007/BF00446634"
"9268661","De novo and DNA primer-mediated initiation of cDNA synthesis by the mauriceville retroplasmid reverse transcriptase involve recognition of a 3' CCA sequence","Chen B, Lambowitz AM.","J Mol Biol. 1997 Aug 22;271(3):311-32. doi: 10.1006/jmbi.1997.1185.","Chen B","J Mol Biol","1997","1997/08/22","","","10.1006/jmbi.1997.1185"
"6244857","Enzymatic trimethylation of residue-72 lysine in cytochrome c. Effect on the total structure","Kim CS, Kueppers F, Dimaria P, Farooqui J, Kim S, Paik WK.","Biochim Biophys Acta. 1980 Mar 26;622(1):144-50. doi: 10.1016/0005-2795(80)90166-x.","Kim CS","Biochim Biophys Acta","1980","1980/03/26","","","10.1016/0005-2795(80)90166-x"
"32270506","Quantification of Neurospora crassa mitochondrial DNA using quantitative real-time PCR","Monteiro J, Videira A, Pereira F.","Lett Appl Microbiol. 2020 Aug;71(2):171-178. doi: 10.1111/lam.13294. Epub 2020 May 13.","Monteiro J","Lett Appl Microbiol","2020","2020/04/10","","","10.1111/lam.13294"
"7874740","Disruption of the cyclosporin synthetase gene of Tolypocladium niveum","Weber G, Leitner E.","Curr Genet. 1994 Nov-Dec;26(5-6):461-7. doi: 10.1007/BF00309935.","Weber G","Curr Genet","1994","1994/11/01","","","10.1007/BF00309935"
"9342407","The Neurospora crassa cya-5 nuclear gene encodes a protein with a region of homology to the Saccharomyces cerevisiae PET309 protein and is required in a post-transcriptional step for the expression of the mitochondrially encoded COXI protein","Coffin JW, Dhillon R, Ritzel RG, Nargang FE.","Curr Genet. 1997 Oct;32(4):273-80. doi: 10.1007/s002940050277.","Coffin JW","Curr Genet","1997","1997/10/29","","","10.1007/s002940050277"
"2960900","Helping RNA catalysis along","Grivell LA.","Nature. 1987 Nov 26-Dec 2;330(6146):313. doi: 10.1038/330313a0.","Grivell LA","Nature","1987","1987/11/02","","","10.1038/330313a0"
"13654320","The accumulation of phosphate esters of mono- and dimethyl-ethanolamine by a mutant strain of Neurospora crassa","WOLF B, NYC JF.","J Biol Chem. 1959 May;234(5):1068-71.","WOLF B","J Biol Chem","1959","1959/05/01","","",""
"32142473","The structure of the TOM core complex in the mitochondrial outer membrane","Bausewein T, Naveed H, Liang J, Nussberger S.","Biol Chem. 2020 May 26;401(6-7):687-697. doi: 10.1515/hsz-2020-0104.","Bausewein T","Biol Chem","2020","2020/03/07","","","10.1515/hsz-2020-0104"
"22748183","Analysis of the sulfur-regulated control of the cystathionine γ-lyase gene of Neurospora crassa","Reveal BS, Paietta JV.","BMC Res Notes. 2012 Jul 2;5:339. doi: 10.1186/1756-0500-5-339.","Reveal BS","BMC Res Notes","2012","2012/07/04","PMC3496659","","10.1186/1756-0500-5-339"
"2139654","Mode of action of glycogen branching enzyme from Neurospora crassa","Matsumoto A, Nakajima T, Matsuda K.","J Biochem. 1990 Jan;107(1):118-22. doi: 10.1093/oxfordjournals.jbchem.a122993.","Matsumoto A","J Biochem","1990","1990/01/01","","","10.1093/oxfordjournals.jbchem.a122993"
"19444217","qiRNA is a new type of small interfering RNA induced by DNA damage","Lee HC, Chang SS, Choudhary S, Aalto AP, Maiti M, Bamford DH, Liu Y.","Nature. 2009 May 14;459(7244):274-7. doi: 10.1038/nature08041.","Lee HC","Nature","2009","2009/05/16","PMC2859615","NIHMS191200","10.1038/nature08041"
"6251078","Acetylglutamate kinase. A mitochondrial feedback-sensitive enzyme of arginine biosynthesis in Neurospora crassa","Wolf EC, Weiss RL.","J Biol Chem. 1980 Oct 10;255(19):9189-95.","Wolf EC","J Biol Chem","1980","1980/10/10","","",""
"7789758","Ectopic integration of transforming DNA is rare among neurospora transformants selected for gene replacement","Miao VP, Rountree MR, Selker EU.","Genetics. 1995 Apr;139(4):1533-44. doi: 10.1093/genetics/139.4.1533.","Miao VP","Genetics","1995","1995/04/01","PMC1206482","","10.1093/genetics/139.4.1533"
"2523803","Assembly kinetics and identification of precursor proteins of complex I from Neurospora crassa","Videira A, Werner S.","Eur J Biochem. 1989 May 1;181(2):493-502. doi: 10.1111/j.1432-1033.1989.tb14751.x.","Videira A","Eur J Biochem","1989","1989/05/01","","","10.1111/j.1432-1033.1989.tb14751.x"
"6231060","Statistical analysis of multilocus recombination","Risch N, Lange K.","Biometrics. 1983 Dec;39(4):949-63.","Risch N","Biometrics","1983","1983/12/01","","",""
"12068573","[Superoxide dismutase and catalase activities in carotenoid-synthesizing fungi Blakeslea trispora and Neurospora crassa under the oxidative stress]","Gessler NN, Sokolov AV, Bykhovskiĭ VIa, Belozerskaia TA.","Prikl Biokhim Mikrobiol. 2002 May-Jun;38(3):237-42.","Gessler NN","Prikl Biokhim Mikrobiol","2002","2002/06/19","","",""
"16607943","[The changes of rare codon and mRNA structure accelerate expression of qa-3 in Escherichia coli]","Liu LB, Liu Y, He HQ, Li YH, Xu QS.","Sheng Wu Gong Cheng Xue Bao. 2006 Mar;22(2):198-203. doi: 10.1016/s1872-2075(06)60024-1.","Liu LB","Sheng Wu Gong Cheng Xue Bao","2006","2006/04/13","","","10.1016/s1872-2075(06)60024-1"
"2137552","nit-2, the major nitrogen regulatory gene of Neurospora crassa, encodes a protein with a putative zinc finger DNA-binding domain","Fu YH, Marzluf GA.","Mol Cell Biol. 1990 Mar;10(3):1056-65. doi: 10.1128/mcb.10.3.1056-1065.1990.","Fu YH","Mol Cell Biol","1990","1990/03/01","PMC360966","","10.1128/mcb.10.3.1056-1065.1990"
"14242025","MUTAGENICITY OF A MONOFUNCTIONAL ALKYLATING AGENT DERIVATIVE OF ACRIDINE IN NEUROSPORA","BROCKMAN HE, GOBEN W.","Science. 1965 Feb 12;147(3659):750-1. doi: 10.1126/science.147.3659.750.","BROCKMAN HE","Science","1965","1965/02/12","","","10.1126/science.147.3659.750"
"19490122","Properties of the kinesin-3 NcKin3 motor domain and implications for neck function","Adio S, Woehlke G.","FEBS J. 2009 Jul;276(13):3641-55. doi: 10.1111/j.1742-4658.2009.07083.x. Epub 2009 May 28.","Adio S","FEBS J","2009","2009/06/04","","","10.1111/j.1742-4658.2009.07083.x"
"7677785","Characterization of SFP2, a putative sulfate permease gene of Saccharomyces cerevisiae","Jin YH, Jang YK, Kim MJ, Rad MR, Kirchrath L, Seong RH, Hong SH, Hollenberg CP, Park SD.","Biochem Biophys Res Commun. 1995 Sep 14;214(2):709-15. doi: 10.1006/bbrc.1995.2343.","Jin YH","Biochem Biophys Res Commun","1995","1995/09/14","","","10.1006/bbrc.1995.2343"
"126995","Siroheme: a prosthetic group of the Neurospora crassa assimilatory nitrite reductase","Vega JM, Garrett RH.","J Biol Chem. 1975 Oct 25;250(20):7980-9.","Vega JM","J Biol Chem","1975","1975/10/25","","",""
"134283","Mutagenicity of nitrosamides and nitrosamidines in micro-organisms and plants","Neale S.","Mutat Res. 1976;32(3-4):229-66. doi: 10.1016/0165-1110(76)90002-6.","Neale S","Mutat Res","1976","1976/01/01","","","10.1016/0165-1110(76)90002-6"
"135203","DNA homologies among homothallic, pseudo-homothallic and heterothallic species of Neurospora","Dutta SK, Sheikh I, Choppala J, Aulakh GS, Nelson WH.","Mol Gen Genet. 1976 Sep 23;147(3):325-30. doi: 10.1007/BF00582884.","Dutta SK","Mol Gen Genet","1976","1976/09/23","","","10.1007/BF00582884"
"1388107","A single amino-acid substitution in the beta-tubulin gene of Neurospora confers both carbendazim resistance and diethofencarb sensitivity","Fujimura M, Oeda K, Inoue H, Kato T.","Curr Genet. 1992 Apr;21(4-5):399-404. doi: 10.1007/BF00351701.","Fujimura M","Curr Genet","1992","1992/04/01","","","10.1007/BF00351701"
"13535581","Effect of sulphanilamide on formation of sterols in Saccharomyces cerevisiae and Neurospora crassa","RAJAGOPALAN KV, SARMA PS.","Biochem J. 1958 May;69(1):53-6. doi: 10.1042/bj0690053.","RAJAGOPALAN KV","Biochem J","1958","1958/05/01","PMC1196512","","10.1042/bj0690053"
"15625191","Regulation of the Neurospora circadian clock by an RNA helicase","Cheng P, He Q, He Q, Wang L, Liu Y.","Genes Dev. 2005 Jan 15;19(2):234-41. doi: 10.1101/gad.1266805. Epub 2004 Dec 29.","Cheng P","Genes Dev","2005","2004/12/31","PMC545885","","10.1101/gad.1266805"
"6456449","Nucleotide sequence of a spinach chloroplast valine tRNA","Sprouse HM, Kashdan M, Otis L, Dudock B.","Nucleic Acids Res. 1981 Jun 11;9(11):2543-7. doi: 10.1093/nar/9.11.2543.","Sprouse HM","Nucleic Acids Res","1981","1981/06/11","PMC326870","","10.1093/nar/9.11.2543"
"7866300","Neurospora crassa blue light-inducible gene bli-3","Eberle J, Russo VE.","Biochem Mol Biol Int. 1994 Oct;34(4):737-44.","Eberle J","Biochem Mol Biol Int","1994","1994/10/01","","",""
"7692262","mei-3, a recombination and repair gene of Neurospora crassa, encodes a RecA-like protein","Cheng R, Baker TI, Cords CE, Radloff RJ.","Mutat Res. 1993 Oct;294(3):223-34. doi: 10.1016/0921-8777(93)90005-2.","Cheng R","Mutat Res","1993","1993/10/01","","","10.1016/0921-8777(93)90005-2"
"4404769","Protein fluorescence of nicotinamide nucleotide-dependent dehydrogenases","Holbrook JJ, Yates DW, Reynolds SJ, Evans RW, Greenwood C, Gore MG.","Biochem J. 1972 Jul;128(4):933-40. doi: 10.1042/bj1280933.","Holbrook JJ","Biochem J","1972","1972/07/01","PMC1173912","","10.1042/bj1280933"
"9234710","The Mauriceville retroplasmid reverse transcriptase initiates cDNA synthesis de novo at the 3' end of tRNAs","Chiang CC, Lambowitz AM.","Mol Cell Biol. 1997 Aug;17(8):4526-35. doi: 10.1128/MCB.17.8.4526.","Chiang CC","Mol Cell Biol","1997","1997/08/01","PMC232306","","10.1128/MCB.17.8.4526"
"15891911","Identification and distribution of sequences having similarity to mitochondrial plasmids in mitochondrial genomes of filamentous fungi","Cahan P, Kennell JC.","Mol Genet Genomics. 2005 Jul;273(6):462-73. doi: 10.1007/s00438-005-1133-x. Epub 2005 May 13.","Cahan P","Mol Genet Genomics","2005","2005/05/14","","","10.1007/s00438-005-1133-x"
"25598218","Prevalent and distinct spliceosomal 3'-end processing mechanisms for fungal telomerase RNA","Qi X, Rand DP, Podlevsky JD, Li Y, Mosig A, Stadler PF, Chen JJ.","Nat Commun. 2015 Jan 19;6:6105. doi: 10.1038/ncomms7105.","Qi X","Nat Commun","2015","2015/01/20","PMC4299825","NIHMS649684","10.1038/ncomms7105"
"17510367","Conformational switching in the fungal light sensor Vivid","Zoltowski BD, Schwerdtfeger C, Widom J, Loros JJ, Bilwes AM, Dunlap JC, Crane BR.","Science. 2007 May 18;316(5827):1054-7. doi: 10.1126/science.1137128.","Zoltowski BD","Science","2007","2007/05/19","PMC3682417","NIHMS299058","10.1126/science.1137128"
"123642","Genetic evidence on the organization and action of the qa-1 gene product: a protein regulating the induction of three enzymes in quinate catabolism in Neurospora crassa","Case ME, Giles NH.","Proc Natl Acad Sci U S A. 1975 Feb;72(2):553-7. doi: 10.1073/pnas.72.2.553.","Case ME","Proc Natl Acad Sci U S A","1975","1975/02/01","PMC432351","","10.1073/pnas.72.2.553"
